t,OD600,ste
0,0.091,0.0016733
0.16667,0.091333,0.0015055
0.33333,0.091333,0.0015055
0.5,0.0915,0.0015166
0.66667,0.091833,0.0019408
0.83333,0.0925,0.0017607
1,0.093333,0.0018619
1.1667,0.094667,0.0019664
1.3333,0.096833,0.0022286
1.5,0.0995,0.0030822
1.6667,0.10333,0.0046762
1.8333,0.10817,0.0070545
2,0.115,0.01064
2.1667,0.12433,0.015042
2.3333,0.136,0.020804
2.5,0.14983,0.026438
2.6667,0.166,0.03377
2.8333,0.18167,0.039165
3,0.19917,0.043236
3.1667,0.21617,0.044328
3.3333,0.2335,0.045641
3.5,0.25467,0.049887
3.6667,0.2745,0.052018
3.8333,0.28883,0.052205
4,0.29983,0.057963
4.1667,0.3085,0.057934
4.3333,0.31983,0.061392
4.5,0.33233,0.065938
4.6667,0.34583,0.071848
4.8333,0.3575,0.075043
5,0.36683,0.076961
5.1667,0.37467,0.079349
5.3333,0.38083,0.081337
5.5,0.38683,0.082954
5.6667,0.39067,0.07943
5.8333,0.39567,0.078775
6,0.40183,0.081387
6.1667,0.40533,0.080411
6.3333,0.4095,0.077879
6.5,0.41633,0.077629
6.6667,0.42433,0.075912
6.8333,0.43533,0.070803
7,0.44817,0.063857
7.1667,0.46033,0.056751
7.3333,0.47167,0.051032
7.5,0.48233,0.046599
7.6667,0.49067,0.041423
7.8333,0.499,0.038714
8,0.50583,0.036471
8.1667,0.51333,0.034823
8.3333,0.51933,0.035382
8.5,0.52433,0.035291
8.6667,0.53017,0.036235
8.8333,0.53633,0.036159
9,0.54017,0.03688
9.1667,0.5455,0.037292
9.3333,0.54967,0.037452
9.5,0.55483,0.03827
9.6667,0.55883,0.039646
9.8333,0.56433,0.040038
10,0.57033,0.039783
10.167,0.5745,0.040441
10.333,0.5795,0.040263
10.5,0.58517,0.042395
10.667,0.5895,0.04351
10.833,0.59483,0.044687
11,0.5995,0.044894
11.167,0.60367,0.046345
11.333,0.60883,0.046188
11.5,0.6135,0.04729
11.667,0.618,0.047611
11.833,0.62217,0.048218
12,0.62633,0.048726
12.167,0.63133,0.049208
12.333,0.6365,0.049127
12.5,0.6415,0.048891
12.667,0.64617,0.049264
12.833,0.65033,0.049176
13,0.65483,0.049986
13.167,0.65933,0.049778
13.333,0.66267,0.049826
13.5,0.66633,0.049766
13.667,0.67033,0.049532
13.833,0.67483,0.049285
14,0.67933,0.049139
14.167,0.68333,0.049617
14.333,0.6875,0.048319
14.5,0.69133,0.048356
14.667,0.69533,0.048533
14.833,0.69833,0.048347
15,0.703,0.048204
15.167,0.70683,0.047377
15.333,0.711,0.04623
15.5,0.71433,0.04692
15.667,0.7175,0.045094
15.833,0.721,0.045856
16,0.72417,0.044906
16.167,0.72867,0.045443
16.333,0.733,0.044641
16.5,0.73567,0.044733
16.667,0.73867,0.043325
16.833,0.74133,0.043371
17,0.745,0.043419
17.167,0.74817,0.042818
17.333,0.75067,0.04174
17.5,0.75483,0.041562
17.667,0.758,0.041158
17.833,0.76067,0.040658
18,0.763,0.039764
18.167,0.7665,0.039869
18.333,0.76867,0.039016
18.5,0.7715,0.038749
18.667,0.77533,0.038229
18.833,0.7775,0.037501
19,0.78,0.037523
19.167,0.78167,0.036642
19.333,0.78367,0.035646
19.5,0.786,0.035321
19.667,0.789,0.035054
19.833,0.79133,0.034233
20,0.79433,0.032959
20.167,0.796,0.031749
20.333,0.79833,0.032402
20.5,0.79967,0.030618
20.667,0.80133,0.030546
20.833,0.80333,0.030441
21,0.804,0.029806
21.167,0.80533,0.029548
21.333,0.80717,0.028477
21.5,0.80967,0.027347
21.667,0.81117,0.027723
21.833,0.81233,0.027333
22,0.813,0.026473
22.167,0.814,0.02707
22.333,0.81567,0.027333
22.5,0.81683,0.026888
22.667,0.8175,0.026794
22.833,0.81783,0.026134
23,0.8185,0.026098
23.167,0.819,0.026023
23.333,0.81983,0.025616
23.5,0.82217,0.026095
23.667,0.82233,0.025773
23.833,0.823,0.025472
