t,OD600,ste
0,0.092333,0.0005164
0.16667,0.092333,0.0005164
0.33333,0.0925,0.00054772
0.5,0.093,0.00089443
0.66667,0.093833,0.00040825
0.83333,0.094667,0.0012111
1,0.096167,0.0016021
1.1667,0.098333,0.0021602
1.3333,0.10117,0.0036009
1.5,0.10533,0.0053166
1.6667,0.1115,0.0083606
1.8333,0.11967,0.012127
2,0.12817,0.014919
2.1667,0.14,0.018612
2.3333,0.15283,0.022516
2.5,0.16667,0.029111
2.6667,0.181,0.034664
2.8333,0.19817,0.040346
3,0.2155,0.043611
3.1667,0.22917,0.040534
3.3333,0.24467,0.0368
3.5,0.25967,0.033679
3.6667,0.27367,0.029214
3.8333,0.28217,0.029034
4,0.29083,0.029976
4.1667,0.30183,0.02958
4.3333,0.312,0.028761
4.5,0.32267,0.030559
4.6667,0.33517,0.033902
4.8333,0.34867,0.041846
5,0.35917,0.04962
5.1667,0.371,0.056303
5.3333,0.37917,0.056581
5.5,0.39017,0.061075
5.6667,0.40017,0.063929
5.8333,0.4075,0.064859
6,0.41567,0.064828
6.1667,0.42167,0.063045
6.3333,0.42817,0.05903
6.5,0.43517,0.056233
6.6667,0.44217,0.054477
6.8333,0.44983,0.054697
7,0.45683,0.053349
7.1667,0.46367,0.053076
7.3333,0.4705,0.052622
7.5,0.4765,0.052126
7.6667,0.4825,0.051849
7.8333,0.48767,0.051937
8,0.493,0.051958
8.1667,0.49833,0.052221
8.3333,0.5035,0.052656
8.5,0.508,0.0526
8.6667,0.51283,0.053003
8.8333,0.517,0.052839
9,0.5215,0.053695
9.1667,0.5265,0.054588
9.3333,0.5305,0.054775
9.5,0.53517,0.054894
9.6667,0.5395,0.055845
9.8333,0.544,0.056561
10,0.54817,0.057846
10.167,0.55283,0.058626
10.333,0.558,0.059676
10.5,0.563,0.060428
10.667,0.56717,0.061252
10.833,0.5715,0.061996
11,0.5765,0.063191
11.167,0.58133,0.064997
11.333,0.58633,0.066029
11.5,0.59067,0.066509
11.667,0.59517,0.067981
11.833,0.59967,0.069116
12,0.6045,0.070622
12.167,0.609,0.070784
12.333,0.61283,0.071698
12.5,0.61717,0.07243
12.667,0.62133,0.073197
12.833,0.62567,0.073552
13,0.62933,0.074768
13.167,0.63367,0.075259
13.333,0.63733,0.07611
13.5,0.641,0.076013
13.667,0.64567,0.076732
13.833,0.64883,0.077886
14,0.6525,0.078153
14.167,0.65633,0.079011
14.333,0.66033,0.079372
14.5,0.66417,0.079969
14.667,0.66767,0.080652
14.833,0.67133,0.080331
15,0.67417,0.081357
15.167,0.67833,0.081946
15.333,0.68167,0.082046
15.5,0.685,0.083259
15.667,0.68783,0.083827
15.833,0.691,0.084121
16,0.694,0.084758
16.167,0.69783,0.085331
16.333,0.7005,0.086387
16.5,0.70433,0.086507
16.667,0.7075,0.086791
16.833,0.71067,0.087191
17,0.71417,0.08789
17.167,0.71667,0.087826
17.333,0.71983,0.088515
17.5,0.72333,0.088818
17.667,0.72583,0.089546
17.833,0.72933,0.089668
18,0.73167,0.090622
18.167,0.73517,0.090373
18.333,0.73783,0.091184
18.5,0.74117,0.091436
18.667,0.74367,0.091742
18.833,0.74617,0.092547
19,0.7495,0.093044
19.167,0.75183,0.093163
19.333,0.755,0.093383
19.5,0.75767,0.093999
19.667,0.76033,0.094754
19.833,0.7625,0.094958
20,0.765,0.095014
20.167,0.76717,0.094846
20.333,0.76983,0.095581
20.5,0.77217,0.095275
20.667,0.77467,0.095385
20.833,0.77733,0.095653
21,0.7785,0.095184
21.167,0.78067,0.095454
21.333,0.78267,0.095135
21.5,0.785,0.095321
21.667,0.786,0.095176
21.833,0.78817,0.094884
22,0.79017,0.094827
22.167,0.79233,0.094781
22.333,0.79333,0.094585
22.5,0.79533,0.094407
22.667,0.79683,0.094726
22.833,0.79817,0.094381
23,0.8,0.093712
23.167,0.801,0.093877
23.333,0.80267,0.093925
23.5,0.804,0.093689
23.667,0.80533,0.093474
23.833,0.80633,0.093474
