t,OD600,ste
0,0.095,0.0027568
0.16667,0.095333,0.002582
0.33333,0.095333,0.002582
0.5,0.096833,0.0029944
0.66667,0.098333,0.003266
0.83333,0.1005,0.0033912
1,0.1035,0.0046368
1.1667,0.10817,0.0055648
1.3333,0.11433,0.0070333
1.5,0.12333,0.0092664
1.6667,0.1335,0.0097929
1.8333,0.14583,0.010284
2,0.16033,0.012801
2.1667,0.18017,0.015905
2.3333,0.20233,0.01837
2.5,0.22483,0.018005
2.6667,0.248,0.020842
2.8333,0.27033,0.020136
3,0.28467,0.018118
3.1667,0.29633,0.017569
3.3333,0.3075,0.018119
3.5,0.321,0.017911
3.6667,0.33367,0.017489
3.8333,0.34483,0.015407
4,0.35517,0.01569
4.1667,0.365,0.01562
4.3333,0.373,0.015453
4.5,0.38117,0.014703
4.6667,0.3885,0.014923
4.8333,0.39633,0.014278
5,0.40417,0.014006
5.1667,0.41083,0.013438
5.3333,0.41867,0.013837
5.5,0.42633,0.013967
5.6667,0.4345,0.01468
5.8333,0.4425,0.015972
6,0.4505,0.016416
6.1667,0.45817,0.016726
6.3333,0.46567,0.017294
6.5,0.4735,0.018426
6.6667,0.48133,0.019704
6.8333,0.48883,0.019964
7,0.49583,0.021646
7.1667,0.5025,0.022546
7.3333,0.50867,0.024279
7.5,0.516,0.025861
7.6667,0.52333,0.027653
7.8333,0.53017,0.028764
8,0.53767,0.030898
8.1667,0.54433,0.033164
8.3333,0.55183,0.03458
8.5,0.55867,0.036253
8.6667,0.56567,0.03727
8.8333,0.57283,0.038933
9,0.57967,0.040815
9.1667,0.58683,0.042962
9.3333,0.5935,0.043615
9.5,0.60133,0.043807
9.6667,0.60767,0.044974
9.8333,0.61433,0.046137
10,0.62133,0.047567
10.167,0.62817,0.048951
10.333,0.636,0.050695
10.5,0.64283,0.051913
10.667,0.64933,0.052462
10.833,0.65633,0.053869
11,0.66317,0.054109
11.167,0.6705,0.054855
11.333,0.67617,0.055596
11.5,0.682,0.056388
11.667,0.6875,0.057705
11.833,0.694,0.057446
12,0.70083,0.057325
12.167,0.70667,0.058195
12.333,0.71283,0.058094
12.5,0.7195,0.057958
12.667,0.72517,0.057638
12.833,0.731,0.056928
13,0.7355,0.057298
13.167,0.74183,0.057329
13.333,0.74767,0.05667
13.5,0.75267,0.055877
13.667,0.758,0.05605
13.833,0.76283,0.055726
14,0.76833,0.055909
14.167,0.77283,0.055787
14.333,0.77817,0.054756
14.5,0.78267,0.055041
14.667,0.78717,0.05433
14.833,0.792,0.054929
15,0.79583,0.054345
15.167,0.80033,0.054265
15.333,0.8045,0.054475
15.5,0.80783,0.054157
15.667,0.8115,0.055338
15.833,0.81567,0.054902
16,0.81867,0.055149
16.167,0.82283,0.05473
16.333,0.827,0.054321
16.5,0.83033,0.054504
16.667,0.8335,0.054647
16.833,0.83733,0.054298
17,0.84017,0.053682
17.167,0.84417,0.05376
17.333,0.84717,0.054326
17.5,0.8495,0.054092
17.667,0.85167,0.054228
17.833,0.85467,0.054276
18,0.85683,0.054124
18.167,0.86033,0.053148
18.333,0.86317,0.053424
18.5,0.8665,0.053212
18.667,0.86783,0.05292
18.833,0.87033,0.053635
19,0.87233,0.053373
19.167,0.87433,0.053181
19.333,0.87717,0.05267
19.5,0.8795,0.052812
19.667,0.88133,0.052302
19.833,0.88267,0.052933
20,0.88467,0.052899
20.167,0.8865,0.052634
20.333,0.8885,0.052041
20.5,0.88967,0.051609
20.667,0.89133,0.05162
20.833,0.89217,0.051705
21,0.894,0.05147
21.167,0.895,0.051552
21.333,0.896,0.052192
21.5,0.89683,0.052021
21.667,0.89767,0.052179
21.833,0.89883,0.051844
22,0.8995,0.051411
22.167,0.90017,0.051623
22.333,0.90117,0.051332
22.5,0.90133,0.051659
22.667,0.90217,0.051705
22.833,0.90217,0.052105
23,0.9035,0.051017
23.167,0.90433,0.051255
23.333,0.90433,0.051504
23.5,0.90417,0.051066
23.667,0.90467,0.051079
23.833,0.90467,0.051079
