t,OD600,ste
0,0.099333,0.0053541
0.16667,0.1005,0.0064109
0.33333,0.10267,0.0077889
0.5,0.1065,0.010193
0.66667,0.1115,0.013368
0.83333,0.11833,0.01742
1,0.1265,0.020647
1.1667,0.13833,0.024287
1.3333,0.15283,0.028611
1.5,0.16833,0.035189
1.6667,0.1875,0.040099
1.8333,0.20733,0.043024
2,0.232,0.049071
2.1667,0.26033,0.055977
2.3333,0.2895,0.05862
2.5,0.316,0.056469
2.6667,0.34333,0.047978
2.8333,0.368,0.036986
3,0.3875,0.029487
3.1667,0.40183,0.024408
3.3333,0.41267,0.020656
3.5,0.42033,0.017851
3.6667,0.42717,0.016327
3.8333,0.43217,0.016068
4,0.43733,0.014962
4.1667,0.4425,0.014571
4.3333,0.44783,0.013877
4.5,0.453,0.013914
4.6667,0.45767,0.013426
4.8333,0.46267,0.013216
5,0.46783,0.012592
5.1667,0.4725,0.012276
5.3333,0.4775,0.01274
5.5,0.482,0.0119
5.6667,0.4875,0.012534
5.8333,0.4925,0.011467
6,0.49733,0.011165
6.1667,0.5025,0.011167
6.3333,0.5075,0.010932
6.5,0.51283,0.010088
6.6667,0.51783,0.0099482
6.8333,0.52317,0.0099482
7,0.52883,0.009411
7.1667,0.5335,0.0096902
7.3333,0.53933,0.010347
7.5,0.5455,0.011167
7.6667,0.55083,0.011161
7.8333,0.55683,0.010907
8,0.5635,0.010691
8.1667,0.5695,0.010821
8.3333,0.57583,0.010815
8.5,0.58217,0.010647
8.6667,0.58783,0.011197
8.8333,0.59417,0.012156
9,0.60133,0.014095
9.1667,0.608,0.01531
9.3333,0.61567,0.0175
9.5,0.6235,0.01793
9.6667,0.63033,0.019387
9.8333,0.6375,0.021548
10,0.645,0.023281
10.167,0.653,0.025799
10.333,0.66183,0.027528
10.5,0.66883,0.029233
10.667,0.67633,0.029991
10.833,0.68517,0.032443
11,0.693,0.035145
11.167,0.69983,0.03613
11.333,0.70817,0.039015
11.5,0.71567,0.039833
11.667,0.72283,0.041921
11.833,0.73083,0.044746
12,0.73883,0.047968
12.167,0.74667,0.049399
12.333,0.75467,0.049354
12.5,0.7605,0.049005
12.667,0.76717,0.050499
12.833,0.77433,0.052175
13,0.78133,0.054342
13.167,0.78733,0.055291
13.333,0.7945,0.055208
13.5,0.80033,0.055934
13.667,0.80733,0.057643
13.833,0.81367,0.058161
14,0.82033,0.059805
14.167,0.82567,0.060586
14.333,0.83217,0.061232
14.5,0.8375,0.061676
14.667,0.843,0.062995
14.833,0.84733,0.063134
15,0.8515,0.061931
15.167,0.8555,0.061789
15.333,0.8605,0.062163
15.5,0.8645,0.06206
15.667,0.8685,0.062102
15.833,0.87183,0.061992
16,0.87433,0.061331
16.167,0.87767,0.061529
16.333,0.881,0.060847
16.5,0.88417,0.060191
16.667,0.887,0.060286
16.833,0.889,0.059063
17,0.8915,0.058044
17.167,0.89383,0.05787
17.333,0.89533,0.05766
17.5,0.89683,0.056269
17.667,0.89867,0.055489
17.833,0.9,0.054889
18,0.90117,0.054042
18.167,0.9025,0.052672
18.333,0.9035,0.05221
18.5,0.9045,0.051283
18.667,0.90517,0.050253
18.833,0.906,0.049421
19,0.907,0.0486
19.167,0.90767,0.047323
19.333,0.90783,0.046219
19.5,0.90833,0.045614
19.667,0.9085,0.045183
19.833,0.909,0.044851
20,0.90917,0.044423
20.167,0.9095,0.04321
20.333,0.909,0.042563
20.5,0.909,0.042048
20.667,0.90883,0.040779
20.833,0.9085,0.041162
21,0.90833,0.040707
21.167,0.9075,0.040313
21.333,0.9075,0.039042
21.5,0.90717,0.038716
21.667,0.9065,0.038303
21.833,0.90583,0.038416
22,0.905,0.038063
22.167,0.90467,0.03825
22.333,0.9045,0.03812
22.5,0.904,0.038147
22.667,0.90367,0.037893
22.833,0.90317,0.038165
23,0.90317,0.038018
23.167,0.90267,0.038328
23.333,0.90233,0.037903
23.5,0.902,0.037799
23.667,0.9015,0.037607
23.833,0.90067,0.037771
