t,OD600,ste
0,0.096,0.0045166
0.16667,0.096333,0.0045019
0.33333,0.0965,0.0045056
0.5,0.097333,0.0047188
0.66667,0.098833,0.0050761
0.83333,0.10033,0.0048854
1,0.10283,0.0053072
1.1667,0.10633,0.0055015
1.3333,0.111,0.0063875
1.5,0.11767,0.0078655
1.6667,0.1245,0.0082644
1.8333,0.13133,0.0091141
2,0.14017,0.010852
2.1667,0.15283,0.012123
2.3333,0.16567,0.014841
2.5,0.18217,0.017815
2.6667,0.19617,0.018038
2.8333,0.21817,0.021904
3,0.24567,0.025382
3.1667,0.26917,0.03118
3.3333,0.28833,0.028225
3.5,0.30867,0.031979
3.6667,0.32767,0.033661
3.8333,0.34167,0.036187
4,0.35767,0.032819
4.1667,0.37483,0.036135
4.3333,0.38817,0.038789
4.5,0.40317,0.035233
4.6667,0.41583,0.039797
4.8333,0.429,0.040135
5,0.4405,0.039974
5.1667,0.449,0.042577
5.3333,0.4575,0.042595
5.5,0.465,0.043387
5.6667,0.47267,0.044469
5.8333,0.478,0.043304
6,0.48483,0.042944
6.1667,0.491,0.042171
6.3333,0.49783,0.041954
6.5,0.50433,0.041927
6.6667,0.51083,0.042059
6.8333,0.51717,0.041854
7,0.52367,0.041616
7.1667,0.52983,0.041233
7.3333,0.53633,0.041649
7.5,0.54167,0.041181
7.6667,0.54833,0.041625
7.8333,0.55383,0.04173
8,0.56,0.041895
8.1667,0.56467,0.042274
8.3333,0.56967,0.041515
8.5,0.57517,0.041581
8.6667,0.58067,0.042231
8.8333,0.58583,0.042197
9,0.59017,0.042178
9.1667,0.59567,0.041779
9.3333,0.60067,0.042538
9.5,0.606,0.042923
9.6667,0.61067,0.043024
9.8333,0.61517,0.043471
10,0.6205,0.043326
10.167,0.625,0.043225
10.333,0.62967,0.043353
10.5,0.63433,0.044139
10.667,0.63833,0.04423
10.833,0.6425,0.044528
11,0.648,0.045537
11.167,0.65183,0.045578
11.333,0.656,0.045861
11.5,0.66067,0.046599
11.667,0.6645,0.047861
11.833,0.66883,0.048321
12,0.673,0.048133
12.167,0.6775,0.048842
12.333,0.68133,0.049237
12.5,0.68633,0.04975
12.667,0.69,0.050072
12.833,0.69483,0.050388
13,0.6985,0.050678
13.167,0.7025,0.051162
13.333,0.7065,0.051849
13.5,0.70983,0.052636
13.667,0.71367,0.052978
13.833,0.71733,0.053268
14,0.72083,0.053734
14.167,0.72517,0.054748
14.333,0.728,0.054688
14.5,0.73183,0.05564
14.667,0.73583,0.055973
14.833,0.73917,0.05618
15,0.74283,0.056806
15.167,0.746,0.058096
15.333,0.74967,0.059051
15.5,0.752,0.059373
15.667,0.75517,0.059516
15.833,0.75817,0.060088
16,0.76133,0.06105
16.167,0.76483,0.061366
16.333,0.76733,0.061236
16.5,0.76967,0.062886
16.667,0.77217,0.064207
16.833,0.77533,0.063676
17,0.77717,0.064164
17.167,0.78017,0.064453
17.333,0.78333,0.066518
17.5,0.786,0.066765
17.667,0.7875,0.068605
17.833,0.78917,0.068432
18,0.792,0.068926
18.167,0.7935,0.069719
18.333,0.795,0.07047
18.5,0.79683,0.070912
18.667,0.798,0.071919
18.833,0.7995,0.071609
19,0.80083,0.072444
19.167,0.80183,0.073205
19.333,0.80317,0.073298
19.5,0.80483,0.074333
19.667,0.805,0.074935
19.833,0.80633,0.075075
20,0.807,0.076097
20.167,0.80783,0.076588
20.333,0.80833,0.077758
20.5,0.80917,0.077873
20.667,0.80883,0.078116
20.833,0.80933,0.078899
21,0.81033,0.079686
21.167,0.81033,0.080124
21.333,0.8105,0.080813
21.5,0.81083,0.080869
21.667,0.811,0.081552
21.833,0.8115,0.081571
22,0.812,0.082743
22.167,0.812,0.083124
22.333,0.81183,0.083681
22.5,0.8115,0.084448
22.667,0.8115,0.08485
22.833,0.81233,0.08459
23,0.81217,0.084698
23.167,0.81333,0.085694
23.333,0.81367,0.086245
23.5,0.81333,0.086225
23.667,0.81367,0.085941
23.833,0.8135,0.086489
