t,OD600,ste
0,0.09825,0.003594
0.16667,0.0985,0.0033166
0.33333,0.0995,0.0033166
0.5,0.1005,0.0033166
0.66667,0.1025,0.0033166
0.83333,0.1055,0.0033166
1,0.11,0.0038297
1.1667,0.11625,0.003594
1.3333,0.1245,0.0036968
1.5,0.136,0.0031623
1.6667,0.14775,0.0035
1.8333,0.16175,0.0045735
2,0.1785,0.0054467
2.1667,0.196,0.003559
2.3333,0.215,0.0033665
2.5,0.236,0.0042426
2.6667,0.25825,0.0044253
2.8333,0.2815,0.0056862
3,0.30475,0.0054391
3.1667,0.327,0.006733
3.3333,0.3495,0.0081035
3.5,0.36875,0.010844
3.6667,0.38425,0.010813
3.8333,0.393,0.0098319
4,0.4025,0.0078528
4.1667,0.411,0.005831
4.3333,0.42025,0.0058523
4.5,0.43125,0.0062383
4.6667,0.44275,0.0056789
4.8333,0.4515,0.0044347
5,0.45975,0.0027538
5.1667,0.4695,0.0028868
5.3333,0.47825,0.0036856
5.5,0.487,0.0033665
5.6667,0.494,0.0031623
5.8333,0.5015,0.0040415
6,0.5095,0.0031091
6.1667,0.5155,0.0025166
6.3333,0.5215,0.003873
6.5,0.5275,0.0042032
6.6667,0.53425,0.0049244
6.8333,0.54,0.0046904
7,0.54525,0.0065
7.1667,0.55175,0.0074554
7.3333,0.55825,0.0084212
7.5,0.56375,0.007719
7.6667,0.56875,0.010243
7.8333,0.57475,0.011529
8,0.58175,0.014221
8.1667,0.58675,0.014408
8.3333,0.592,0.014855
8.5,0.59725,0.015945
8.6667,0.6035,0.019
8.8333,0.60775,0.018572
9,0.61375,0.020662
9.1667,0.61975,0.021762
9.3333,0.62775,0.022897
9.5,0.6335,0.024556
9.6667,0.63975,0.025863
9.8333,0.648,0.029017
10,0.654,0.02936
10.167,0.65975,0.028336
10.333,0.66675,0.030093
10.5,0.67525,0.032098
10.667,0.68275,0.034471
10.833,0.69025,0.036161
11,0.697,0.038079
11.167,0.704,0.039908
11.333,0.708,0.03879
11.5,0.71425,0.039811
11.667,0.7215,0.039711
11.833,0.72775,0.041307
12,0.73375,0.042437
12.167,0.74,0.043825
12.333,0.74575,0.0433
12.5,0.75175,0.044372
12.667,0.75675,0.043069
12.833,0.76375,0.043592
13,0.76875,0.044582
13.167,0.77075,0.042303
13.333,0.7755,0.042352
13.5,0.78125,0.042766
13.667,0.7855,0.043124
13.833,0.7895,0.043654
14,0.793,0.043382
14.167,0.7975,0.043898
14.333,0.801,0.043909
14.5,0.80425,0.04508
14.667,0.80725,0.044305
14.833,0.81,0.044684
15,0.8135,0.045244
15.167,0.8165,0.045295
15.333,0.81875,0.045945
15.5,0.82225,0.046715
15.667,0.8245,0.047177
15.833,0.8285,0.04799
16,0.83175,0.047324
16.167,0.8335,0.046623
16.333,0.836,0.046968
16.5,0.838,0.047476
16.667,0.84075,0.049128
16.833,0.84325,0.049896
17,0.84625,0.050671
17.167,0.8485,0.052189
17.333,0.85025,0.052335
17.5,0.85125,0.052009
17.667,0.854,0.053185
17.833,0.8575,0.053978
18,0.858,0.053709
18.167,0.86,0.054522
18.333,0.8615,0.054249
18.5,0.86325,0.054316
18.667,0.866,0.055528
18.833,0.8675,0.056229
19,0.86975,0.057174
19.167,0.872,0.057434
19.333,0.87425,0.059011
19.5,0.874,0.057219
19.667,0.8765,0.056971
19.833,0.8785,0.057006
20,0.88025,0.058943
20.167,0.8805,0.057006
20.333,0.883,0.058963
20.5,0.88475,0.058226
20.667,0.887,0.059738
20.833,0.88875,0.060999
21,0.8895,0.061695
21.167,0.89325,0.063184
21.333,0.8925,0.062319
21.5,0.89325,0.0636
21.667,0.89525,0.0645
21.833,0.89625,0.06421
22,0.89725,0.063437
22.167,0.8985,0.063627
22.333,0.9,0.064715
22.5,0.90125,0.065734
22.667,0.90275,0.066775
22.833,0.90425,0.066339
23,0.90475,0.06642
23.167,0.905,0.065803
23.333,0.90625,0.065383
23.5,0.90775,0.064531
23.667,0.9095,0.066119
23.833,0.90975,0.065592
