t,OD600,ste
0,0.095,0.0011547
0.16667,0.095,0.0011547
0.33333,0.09525,0.00095743
0.5,0.09625,0.00095743
0.66667,0.0975,0.001291
0.83333,0.099,0.0011547
1,0.1015,0.001291
1.1667,0.10525,0.0015
1.3333,0.10825,0.0012583
1.5,0.11325,0.0012583
1.6667,0.1185,0.001291
1.8333,0.12175,0.0017078
2,0.13,0.0008165
2.1667,0.13725,0.004113
2.3333,0.14825,0.0022174
2.5,0.162,0.0055976
2.6667,0.176,0.0040825
2.8333,0.1985,0.0043589
3,0.22375,0.0023629
3.1667,0.2465,0.003
3.3333,0.26525,0.0057373
3.5,0.291,0.0094868
3.6667,0.311,0.0033665
3.8333,0.31875,0.0065511
4,0.329,0.0021602
4.1667,0.34425,0.0040311
4.3333,0.3545,0.0026458
4.5,0.36625,0.0062383
4.6667,0.37625,0.0022174
4.8333,0.3845,0.0025166
5,0.39475,0.0041932
5.1667,0.40375,0.0022174
5.3333,0.4105,0.0025166
5.5,0.416,0.0049666
5.6667,0.4165,0.0052599
5.8333,0.42625,0.004272
6,0.43075,0.0056199
6.1667,0.43525,0.0047871
6.3333,0.443,0.0052915
6.5,0.44775,0.0055603
6.6667,0.4525,0.0045092
6.8333,0.45975,0.0035
7,0.467,0.0049666
7.1667,0.47225,0.0056789
7.3333,0.479,0.006377
7.5,0.4865,0.0052599
7.6667,0.492,0.0067823
7.8333,0.49875,0.0076757
8,0.50575,0.0096393
8.1667,0.51175,0.010468
8.3333,0.51925,0.011295
8.5,0.526,0.01278
8.6667,0.5325,0.013772
8.8333,0.539,0.016145
9,0.5455,0.017253
9.1667,0.55275,0.017727
9.3333,0.559,0.018956
9.5,0.56625,0.019602
9.6667,0.5735,0.019536
9.8333,0.58025,0.019889
10,0.58725,0.019889
10.167,0.59475,0.019687
10.333,0.602,0.020166
10.5,0.6085,0.020141
10.667,0.615,0.019799
10.833,0.62225,0.01967
11,0.62975,0.019328
11.167,0.6355,0.019638
11.333,0.64225,0.019772
11.5,0.64775,0.020304
11.667,0.653,0.019408
11.833,0.65875,0.019517
12,0.6645,0.020339
12.167,0.66925,0.019873
12.333,0.67475,0.019738
12.5,0.6795,0.020632
12.667,0.68325,0.020662
12.833,0.68825,0.020742
13,0.692,0.021556
13.167,0.69675,0.021884
13.333,0.7005,0.021127
13.5,0.7045,0.021992
13.667,0.70925,0.022897
13.833,0.7125,0.022219
14,0.71775,0.023243
14.167,0.721,0.023137
14.333,0.725,0.02393
14.5,0.7285,0.023502
14.667,0.73225,0.023838
14.833,0.73625,0.023358
15,0.73975,0.023472
15.167,0.74275,0.024213
15.333,0.7465,0.024297
15.5,0.74975,0.025065
15.667,0.753,0.02498
15.833,0.7565,0.025093
16,0.759,0.025469
16.167,0.763,0.026268
16.333,0.76575,0.026663
16.5,0.76875,0.025812
16.667,0.772,0.026268
16.833,0.775,0.026583
17,0.77725,0.026725
17.167,0.781,0.027068
17.333,0.78375,0.027109
17.5,0.7855,0.02616
17.667,0.79,0.028367
17.833,0.79225,0.027801
18,0.795,0.027845
18.167,0.79825,0.029102
18.333,0.8015,0.028548
18.5,0.80425,0.028593
18.667,0.807,0.028948
18.833,0.81,0.028948
19,0.8125,0.030161
19.167,0.81525,0.029714
19.333,0.81875,0.030115
19.5,0.82075,0.029804
19.667,0.8235,0.029354
19.833,0.826,0.030572
20,0.8285,0.030968
20.167,0.83075,0.030934
20.333,0.834,0.030572
20.5,0.836,0.032042
20.667,0.83825,0.031352
20.833,0.84025,0.031352
21,0.8435,0.030989
21.167,0.8455,0.030989
21.333,0.84825,0.0317
21.5,0.85075,0.032551
21.667,0.853,0.03176
21.833,0.8555,0.032949
22,0.857,0.032218
22.167,0.85975,0.033049
22.333,0.86225,0.03332
22.5,0.86275,0.032898
22.667,0.865,0.032884
22.833,0.867,0.033337
23,0.8695,0.033312
23.167,0.87175,0.032129
23.333,0.873,0.032934
23.5,0.87475,0.034121
23.667,0.87725,0.033009
23.833,0.87825,0.033689
