t,OD600,ste
0,0.097167,0.0018348
0.16667,0.097667,0.0018619
0.33333,0.0985,0.0019748
0.5,0.10017,0.002137
0.66667,0.10217,0.002137
0.83333,0.10533,0.0024221
1,0.10983,0.0028577
1.1667,0.11683,0.0033116
1.3333,0.126,0.0045607
1.5,0.1365,0.0048477
1.6667,0.1495,0.006442
1.8333,0.16383,0.0083046
2,0.183,0.011153
2.1667,0.20283,0.012238
2.3333,0.2235,0.012787
2.5,0.24333,0.015253
2.6667,0.26583,0.018104
2.8333,0.27933,0.011827
3,0.29,0.012474
3.1667,0.30217,0.015276
3.3333,0.3135,0.014516
3.5,0.32667,0.010172
3.6667,0.33967,0.0075542
3.8333,0.35267,0.0073121
4,0.36383,0.011107
4.1667,0.3755,0.014153
4.3333,0.3855,0.015972
4.5,0.39233,0.016836
4.6667,0.39783,0.017417
4.8333,0.40667,0.01699
5,0.4185,0.014377
5.1667,0.43017,0.0065243
5.3333,0.43783,0.0058793
5.5,0.44233,0.0098319
5.6667,0.44667,0.01401
5.8333,0.45283,0.016905
6,0.45833,0.018875
6.1667,0.46517,0.020104
6.3333,0.47067,0.02151
6.5,0.477,0.021872
6.6667,0.48283,0.02337
6.8333,0.48883,0.023498
7,0.4955,0.022898
7.1667,0.50183,0.022973
7.3333,0.507,0.023933
7.5,0.51133,0.024849
7.6667,0.51683,0.025608
7.8333,0.522,0.025683
8,0.52717,0.026149
8.1667,0.53267,0.026326
8.3333,0.53683,0.027301
8.5,0.54167,0.027876
8.6667,0.54683,0.028999
8.8333,0.551,0.02936
9,0.55583,0.030229
9.1667,0.5615,0.030846
9.3333,0.567,0.032545
9.5,0.5725,0.033851
9.6667,0.57717,0.034568
9.8333,0.5825,0.036176
10,0.58733,0.037686
10.167,0.5925,0.038935
10.333,0.598,0.04061
10.5,0.60283,0.041542
10.667,0.60817,0.043384
10.833,0.61367,0.045461
11,0.6195,0.047836
11.167,0.62483,0.049652
11.333,0.63033,0.05162
11.5,0.63667,0.053921
11.667,0.642,0.056168
11.833,0.64717,0.058393
12,0.65333,0.06105
12.167,0.65833,0.063905
12.333,0.66367,0.06631
12.5,0.66867,0.068663
12.667,0.67383,0.071432
12.833,0.679,0.073496
13,0.68383,0.076614
13.167,0.689,0.079188
13.333,0.693,0.080801
13.5,0.69733,0.082549
13.667,0.7025,0.085825
13.833,0.707,0.088193
14,0.7115,0.09088
14.167,0.71583,0.093583
14.333,0.7205,0.095764
14.5,0.72433,0.098356
14.667,0.72733,0.10015
14.833,0.732,0.10224
15,0.73567,0.10436
15.167,0.73733,0.10281
15.333,0.74083,0.10567
15.5,0.744,0.10486
15.667,0.7465,0.10566
15.833,0.74917,0.10737
16,0.75383,0.10984
16.167,0.75733,0.11094
16.333,0.76017,0.11219
16.5,0.76267,0.11332
16.667,0.7655,0.11344
16.833,0.76783,0.11355
17,0.77067,0.11406
17.167,0.7735,0.11503
17.333,0.7775,0.11705
17.5,0.78,0.11794
17.667,0.78233,0.11752
17.833,0.7855,0.1192
18,0.78833,0.12012
18.167,0.79,0.12079
18.333,0.79317,0.12221
18.5,0.79533,0.12235
18.667,0.79717,0.12254
18.833,0.79883,0.12267
19,0.80033,0.1231
19.167,0.80233,0.12295
19.333,0.8045,0.1228
19.5,0.80583,0.12358
19.667,0.8075,0.12353
19.833,0.80833,0.12387
20,0.81,0.12455
