t,OD600,ste
0,0.097167,0.001169
0.16667,0.097333,0.0015055
0.33333,0.098,0.0014142
0.5,0.0985,0.0016432
0.66667,0.099333,0.0015055
0.83333,0.10117,0.001169
1,0.103,0.0014142
1.1667,0.106,0.0014142
1.3333,0.10983,0.0018348
1.5,0.11517,0.0019408
1.6667,0.123,0.0023664
1.8333,0.13383,0.0026394
2,0.14433,0.0034448
2.1667,0.15867,0.0045461
2.3333,0.17567,0.0048854
2.5,0.19483,0.005947
2.6667,0.216,0.0054406
2.8333,0.24067,0.0056451
3,0.26683,0.0057417
3.1667,0.297,0.0057619
3.3333,0.3285,0.0088938
3.5,0.3605,0.011895
3.6667,0.38183,0.0099683
3.8333,0.39467,0.010053
4,0.40417,0.010647
4.1667,0.4125,0.012079
4.3333,0.41767,0.012242
4.5,0.42333,0.012437
4.6667,0.43017,0.012106
4.8333,0.4375,0.0097724
5,0.44567,0.0085946
5.1667,0.4525,0.0083845
5.3333,0.4585,0.008961
5.5,0.465,0.0087864
5.6667,0.4715,0.0080187
5.8333,0.47783,0.0084715
6,0.4835,0.0081179
6.1667,0.49,0.0081731
6.3333,0.49667,0.0077889
6.5,0.5025,0.0081425
6.6667,0.50867,0.0078401
6.8333,0.5135,0.007893
7,0.51933,0.0072296
7.1667,0.52417,0.0077309
7.3333,0.52833,0.009288
7.5,0.53317,0.0095167
7.6667,0.5385,0.0091378
7.8333,0.54367,0.0080664
8,0.547,0.0088769
8.1667,0.55117,0.009411
8.3333,0.55617,0.0092177
8.5,0.56017,0.009704
8.6667,0.56533,0.0089144
8.8333,0.56917,0.0087731
9,0.574,0.0082946
9.1667,0.57817,0.0082321
9.3333,0.58183,0.0083526
9.5,0.58533,0.0089368
9.6667,0.58933,0.009913
9.8333,0.59367,0.0098522
10,0.59717,0.0089312
10.167,0.6015,0.0091378
10.333,0.60533,0.0090259
10.5,0.60917,0.0096212
10.667,0.61283,0.0098268
10.833,0.61633,0.0093524
11,0.62083,0.0095586
11.167,0.625,0.00998
11.333,0.628,0.011082
11.5,0.63167,0.010967
11.667,0.63517,0.010834
11.833,0.63967,0.010783
12,0.64283,0.011232
12.167,0.64667,0.011587
12.333,0.65,0.011472
12.5,0.65333,0.011396
12.667,0.6575,0.011221
12.833,0.66117,0.011566
13,0.66483,0.011974
13.167,0.66767,0.01157
13.333,0.67083,0.01264
13.5,0.67433,0.01242
13.667,0.6775,0.013217
13.833,0.68117,0.012983
14,0.68433,0.012754
14.167,0.68733,0.012533
14.333,0.69017,0.012222
14.5,0.69383,0.012172
14.667,0.69683,0.012352
14.833,0.70033,0.01291
15,0.70367,0.012691
15.167,0.7065,0.012243
15.333,0.70917,0.013644
15.5,0.7125,0.013517
15.667,0.715,0.014128
15.833,0.7175,0.014363
16,0.71967,0.014278
16.167,0.72233,0.013938
16.333,0.725,0.013784
16.5,0.72667,0.013995
16.667,0.72833,0.014935
16.833,0.73017,0.014851
17,0.733,0.014926
17.167,0.73467,0.015148
17.333,0.73667,0.015319
17.5,0.7385,0.015566
17.667,0.73933,0.015082
17.833,0.742,0.016236
18,0.744,0.015849
18.167,0.74533,0.015319
18.333,0.74617,0.016412
18.5,0.7465,0.016009
18.667,0.74767,0.016391
18.833,0.74983,0.017291
19,0.75133,0.016145
19.167,0.752,0.017493
19.333,0.75283,0.01681
19.5,0.753,0.017493
19.667,0.75317,0.017406
19.833,0.75317,0.018071
20,0.75333,0.018118
20.167,0.75483,0.018649
20.333,0.755,0.018276
20.5,0.75517,0.018841
20.667,0.75567,0.019273
20.833,0.75533,0.019201
21,0.7545,0.019419
21.167,0.75517,0.020942
21.333,0.7535,0.021059
21.5,0.75367,0.021979
21.667,0.75267,0.022124
21.833,0.75083,0.021904
22,0.75083,0.022427
22.167,0.74967,0.022241
22.333,0.74867,0.023577
22.5,0.74717,0.023878
22.667,0.74583,0.023541
22.833,0.7445,0.02362
23,0.74367,0.023872
23.167,0.7415,0.024825
23.333,0.741,0.025187
23.5,0.73967,0.025137
23.667,0.738,0.024232
23.833,0.737,0.025683
