t,OD600,ste
0,0.095,0.0014142
0.16667,0.09525,0.0012583
0.33333,0.09625,0.0012583
0.5,0.09725,0.0012583
0.66667,0.09925,0.0012583
0.83333,0.10225,0.0012583
1,0.106,0.001633
1.1667,0.1115,0.0020817
1.3333,0.1195,0.0020817
1.5,0.13025,0.0025
1.6667,0.14075,0.0020616
1.8333,0.15075,0.00263
2,0.1655,0.0036968
2.1667,0.17275,0.003304
2.3333,0.18825,0.0055603
2.5,0.203,0.0033665
2.6667,0.2215,0.0053229
2.8333,0.254,0.0040825
3,0.28125,0.0094296
3.1667,0.2935,0.0068557
3.3333,0.32125,0.006994
3.5,0.3275,0.0078528
3.6667,0.343,0.0099331
3.8333,0.36125,0.005252
4,0.37825,0.0085
4.1667,0.40175,0.010046
4.3333,0.42925,0.0072744
4.5,0.45425,0.0077621
4.6667,0.475,0.0068313
4.8333,0.50075,0.0075
5,0.5235,0.0081854
5.1667,0.54625,0.010626
5.3333,0.56675,0.011471
5.5,0.5955,0.011561
5.6667,0.619,0.01249
5.8333,0.6385,0.015067
6,0.66125,0.016358
6.1667,0.68225,0.01686
6.3333,0.70525,0.016661
6.5,0.7235,0.017176
6.6667,0.74125,0.01686
6.8333,0.76275,0.016581
7,0.78325,0.018998
7.1667,0.79925,0.016701
7.3333,0.81725,0.018228
7.5,0.83475,0.016601
7.6667,0.85375,0.01584
7.8333,0.86775,0.01607
8,0.8825,0.016381
8.1667,0.897,0.014583
8.3333,0.9125,0.015588
8.5,0.9255,0.015588
8.6667,0.9365,0.014295
8.8333,0.9495,0.013329
9,0.96175,0.012712
9.1667,0.97275,0.012685
9.3333,0.9825,0.011958
9.5,0.9925,0.012042
9.6667,1.0025,0.011902
9.8333,1.0122,0.012971
10,1.0205,0.014799
10.167,1.0287,0.012816
10.333,1.0368,0.012685
10.5,1.045,0.012356
10.667,1.051,0.012356
10.833,1.0573,0.012816
11,1.0647,0.012339
11.167,1.0717,0.012685
11.333,1.0775,0.012897
11.5,1.0837,0.011815
11.667,1.09,0.01278
11.833,1.095,0.011633
12,1.1013,0.013074
12.167,1.107,0.012517
12.333,1.1113,0.012553
12.5,1.1168,0.014221
12.667,1.1205,0.014154
12.833,1.125,0.013292
13,1.1307,0.01408
13.167,1.1342,0.01408
13.333,1.1362,0.013598
13.5,1.1402,0.0145
13.667,1.1433,0.015283
13.833,1.1453,0.015714
14,1.1478,0.015435
14.167,1.1502,0.015174
14.333,1.1533,0.015714
14.5,1.1545,0.016299
14.667,1.1562,0.016641
14.833,1.1585,0.017078
15,1.161,0.017224
15.167,1.1625,0.017483
15.333,1.164,0.018055
15.5,1.1658,0.017933
15.667,1.168,0.018833
15.833,1.1683,0.018679
16,1.17,0.019442
16.167,1.171,0.019916
16.333,1.173,0.020412
16.5,1.174,0.021182
16.667,1.1753,0.021014
16.833,1.1765,0.020857
17,1.1783,0.021297
17.167,1.1793,0.021014
17.333,1.18,0.021182
17.5,1.1812,0.021515
17.667,1.1812,0.021515
17.833,1.1825,0.022249
18,1.1827,0.022096
18.167,1.1845,0.022128
18.333,1.1852,0.022277
18.5,1.1858,0.02247
18.667,1.1865,0.022128
18.833,1.1875,0.022752
19,1.188,0.022949
19.167,1.1883,0.022277
19.333,1.1898,0.022603
19.5,1.19,0.022949
19.667,1.191,0.022949
19.833,1.1913,0.023429
20,1.1915,0.023159
20.167,1.1927,0.022998
20.333,1.1933,0.023215
20.5,1.194,0.02348
20.667,1.1943,0.023964
20.833,1.1952,0.023768
21,1.1963,0.023768
21.167,1.1963,0.024514
21.333,1.1967,0.024932
21.5,1.1975,0.024256
21.667,1.1978,0.024744
21.833,1.1987,0.025487
22,1.1985,0.025567
22.167,1.199,0.025807
22.333,1.1997,0.025966
22.5,1.2,0.025884
22.667,1.2007,0.025966
22.833,1.2003,0.025721
23,1.2012,0.026298
23.167,1.2015,0.026211
23.333,1.2015,0.026789
23.5,1.2023,0.026949
23.667,1.2025,0.026789
23.833,1.2027,0.027354
