t,OD600,ste
0,0.094167,0.0013292
0.16667,0.0945,0.0013784
0.33333,0.094667,0.0012111
0.5,0.095333,0.0013663
0.66667,0.096333,0.0013663
0.83333,0.097833,0.001169
1,0.1,0.0014142
1.1667,0.10267,0.001633
1.3333,0.1065,0.0020736
1.5,0.11217,0.0022286
1.6667,0.12033,0.003266
1.8333,0.132,0.0039497
2,0.1465,0.0043704
2.1667,0.161,0.004858
2.3333,0.17883,0.0057417
2.5,0.2,0.0066933
2.6667,0.22017,0.007111
2.8333,0.2425,0.0078422
3,0.26517,0.0066758
3.1667,0.27683,0.0056006
3.3333,0.28883,0.0061128
3.5,0.3,0.0064807
3.6667,0.311,0.0063561
3.8333,0.32083,0.0058109
4,0.33,0.0065727
4.1667,0.33833,0.0076333
4.3333,0.346,0.0088318
4.5,0.35417,0.0099883
4.6667,0.36,0.01004
4.8333,0.3665,0.010672
5,0.37217,0.011444
5.1667,0.37933,0.012485
5.3333,0.38567,0.013619
5.5,0.39117,0.015026
5.6667,0.39733,0.01472
5.8333,0.40267,0.014692
6,0.40833,0.015358
6.1667,0.4155,0.016477
6.3333,0.422,0.016297
6.5,0.42917,0.016582
6.6667,0.43567,0.016145
6.8333,0.44283,0.01569
7,0.45167,0.015332
7.1667,0.462,0.016334
7.3333,0.47233,0.019002
7.5,0.48317,0.020213
7.6667,0.49417,0.020856
7.8333,0.50517,0.022373
8,0.51683,0.022409
8.1667,0.52733,0.023097
8.3333,0.538,0.023272
8.5,0.54767,0.023788
8.6667,0.558,0.02358
8.8333,0.568,0.022865
9,0.577,0.022856
9.1667,0.58583,0.022031
9.3333,0.59483,0.021377
9.5,0.60317,0.020798
9.6667,0.61117,0.019753
9.8333,0.61917,0.019854
10,0.62633,0.019387
10.167,0.63267,0.019541
10.333,0.6405,0.01896
10.5,0.64717,0.018357
10.667,0.65433,0.018457
10.833,0.66117,0.018258
11,0.668,0.018276
11.167,0.67467,0.018673
11.333,0.68133,0.018565
11.5,0.68767,0.018414
11.667,0.69383,0.018541
11.833,0.70033,0.018533
12,0.70633,0.01837
12.167,0.71267,0.018085
12.333,0.71883,0.018115
12.5,0.7245,0.018119
12.667,0.73,0.01845
12.833,0.73567,0.018206
13,0.7405,0.017615
13.167,0.74667,0.017546
13.333,0.75183,0.017128
13.5,0.75767,0.01775
13.667,0.76333,0.017512
13.833,0.7685,0.01783
14,0.77383,0.0176
14.167,0.77867,0.0175
14.333,0.78383,0.017634
14.5,0.78817,0.01786
14.667,0.79317,0.01786
14.833,0.79833,0.017739
15,0.8035,0.017852
15.167,0.8085,0.018108
15.333,0.81283,0.018159
15.5,0.817,0.018033
15.667,0.8215,0.018436
15.833,0.82583,0.017713
16,0.83,0.018352
16.167,0.83417,0.018519
16.333,0.83833,0.018779
16.5,0.84183,0.018595
16.667,0.84667,0.01849
16.833,0.84983,0.018378
17,0.85417,0.01867
17.167,0.85767,0.019138
17.333,0.86083,0.019062
17.5,0.86433,0.018854
17.667,0.86783,0.019156
17.833,0.87083,0.019031
18,0.87467,0.019128
18.167,0.878,0.018719
18.333,0.88017,0.018957
18.5,0.88333,0.018864
18.667,0.886,0.019079
18.833,0.88933,0.019377
19,0.89217,0.019354
19.167,0.895,0.019514
19.333,0.89733,0.019541
19.5,0.89983,0.019914
19.667,0.90217,0.019793
19.833,0.90467,0.020186
20,0.90717,0.020837
20.167,0.909,0.020861
20.333,0.9115,0.020501
20.5,0.9135,0.020811
20.667,0.91483,0.02117
20.833,0.91683,0.021433
21,0.91867,0.021713
21.167,0.92067,0.022051
21.333,0.922,0.02167
21.5,0.924,0.022118
21.667,0.92533,0.022115
21.833,0.92683,0.02256
22,0.928,0.02276
22.167,0.92933,0.022774
22.333,0.93033,0.023157
22.5,0.9315,0.023193
22.667,0.93317,0.023558
22.833,0.93317,0.02387
23,0.93483,0.023777
23.167,0.936,0.02429
23.333,0.93683,0.024555
23.5,0.93783,0.024943
23.667,0.93883,0.025119
23.833,0.93933,0.025161
