t,OD600,ste
0,0.1,0.044852
0.16667,0.1,0.002
0.33333,0.1024,0.0027019
0.5,0.1062,0.0042661
0.66667,0.1118,0.0066858
0.83333,0.1192,0.0096799
1,0.1288,0.013349
1.1667,0.139,0.017349
1.3333,0.152,0.020712
1.5,0.168,0.025797
1.6667,0.1834,0.02708
1.8333,0.1994,0.027628
2,0.2154,0.02821
2.1667,0.2364,0.030013
2.3333,0.255,0.027641
2.5,0.275,0.024627
2.6667,0.297,0.022215
2.8333,0.3204,0.020305
3,0.337,0.021413
3.1667,0.3584,0.028183
3.3333,0.3746,0.033813
3.5,0.388,0.036953
3.6667,0.396,0.037835
3.8333,0.4038,0.037877
4,0.4112,0.037326
4.1667,0.421,0.03823
4.3333,0.4338,0.039601
4.5,0.445,0.040933
4.6667,0.4554,0.041741
4.8333,0.4642,0.041943
5,0.4716,0.041681
5.1667,0.4788,0.042062
5.3333,0.4854,0.042276
5.5,0.4914,0.042741
5.6667,0.4976,0.04342
5.8333,0.5052,0.04096
6,0.515,0.032535
6.1667,0.5228,0.0263
6.3333,0.5304,0.021114
6.5,0.5372,0.017768
6.6667,0.5448,0.014446
6.8333,0.5514,0.012178
7,0.558,0.009798
7.1667,0.5646,0.0082644
7.3333,0.5698,0.0065727
7.5,0.5758,0.0053104
7.6667,0.5816,0.0050299
7.8333,0.5868,0.0058052
8,0.5932,0.0061806
8.1667,0.5986,0.0073689
8.3333,0.604,0.0075829
8.5,0.6098,0.0093113
8.6667,0.6158,0.009985
8.8333,0.6214,0.010213
9,0.627,0.01138
9.1667,0.632,0.013248
9.3333,0.6382,0.013554
9.5,0.6446,0.014188
9.6667,0.6498,0.015123
9.8333,0.6546,0.017141
10,0.6598,0.017513
10.167,0.6658,0.01874
10.333,0.6722,0.019123
10.5,0.679,0.018868
10.667,0.685,0.019849
10.833,0.69,0.020445
11,0.6966,0.02072
11.167,0.7032,0.02104
11.333,0.7094,0.021455
11.5,0.7154,0.021149
11.667,0.7214,0.021019
11.833,0.7272,0.021856
12,0.7334,0.02122
12.167,0.7396,0.021055
12.333,0.7446,0.021513
12.5,0.7506,0.020256
12.667,0.7566,0.022188
12.833,0.7614,0.023104
13,0.7666,0.022645
13.167,0.772,0.021529
13.333,0.7778,0.021429
13.5,0.7824,0.022733
13.667,0.7874,0.022974
13.833,0.7914,0.023891
14,0.796,0.024678
14.167,0.8,0.025524
14.333,0.8044,0.025156
14.5,0.8098,0.024672
14.667,0.8136,0.025677
14.833,0.8172,0.025879
15,0.821,0.026524
15.167,0.826,0.025894
15.333,0.829,0.026758
15.5,0.8316,0.026605
15.667,0.8338,0.02749
15.833,0.837,0.028071
16,0.84,0.028627
16.167,0.8432,0.029261
16.333,0.847,0.029504
16.5,0.8492,0.030111
16.667,0.8514,0.030956
16.833,0.8544,0.031801
17,0.857,0.031969
17.167,0.8586,0.032161
17.333,0.8606,0.032959
17.5,0.8624,0.034479
17.667,0.8654,0.035168
17.833,0.8674,0.035844
18,0.8698,0.03705
18.167,0.8708,0.037778
18.333,0.8736,0.038527
18.5,0.8754,0.040054
18.667,0.8768,0.039896
18.833,0.8782,0.04153
19,0.8794,0.043044
19.167,0.8806,0.042788
19.333,0.8808,0.044499
19.5,0.8816,0.045769
19.667,0.8836,0.045747
19.833,0.8836,0.04679
20,0.8852,0.048059
20.167,0.8864,0.049023
20.333,0.8876,0.050252
20.5,0.8884,0.051607
20.667,0.8898,0.051833
20.833,0.8904,0.05289
21,0.8906,0.054592
21.167,0.8916,0.054592
21.333,0.893,0.05678
21.5,0.894,0.057697
21.667,0.8946,0.058286
21.833,0.896,0.059678
22,0.8966,0.059442
22.167,0.8964,0.06069
22.333,0.8968,0.061824
22.5,0.8972,0.063172
22.667,0.898,0.063922
22.833,0.8992,0.064507
23,0.8994,0.065125
23.167,0.9,0.066389
23.333,0.9,0.067097
23.5,0.9,0.067257
23.667,0.9008,0.067614
23.833,0.901,0.068851
