t,OD600,ste
0,0.098333,0.0034448
0.16667,0.099667,0.0039833
0.33333,0.10183,0.0048751
0.5,0.10567,0.0065929
0.66667,0.111,0.0084617
0.83333,0.11833,0.011605
1,0.12883,0.014919
1.1667,0.1415,0.018393
1.3333,0.157,0.022217
1.5,0.17283,0.02768
1.6667,0.19167,0.03157
1.8333,0.21283,0.035958
2,0.23383,0.038804
2.1667,0.2565,0.041307
2.3333,0.27933,0.043569
2.5,0.3025,0.045311
2.6667,0.32767,0.050075
2.8333,0.35167,0.053117
3,0.37183,0.049024
3.1667,0.389,0.047379
3.3333,0.40067,0.042472
3.5,0.40683,0.040256
3.6667,0.41133,0.03879
3.8333,0.41867,0.039973
4,0.42683,0.038727
4.1667,0.43583,0.038701
4.3333,0.44317,0.03839
4.5,0.45,0.038797
4.6667,0.45733,0.038114
4.8333,0.46467,0.038219
5,0.47267,0.037708
5.1667,0.48183,0.03707
5.3333,0.49017,0.035824
5.5,0.49933,0.036445
5.6667,0.50967,0.035669
5.8333,0.52017,0.035645
6,0.53067,0.037055
6.1667,0.5415,0.037217
6.3333,0.55367,0.038046
6.5,0.56583,0.037923
6.6667,0.58017,0.040107
6.8333,0.5945,0.041467
7,0.609,0.041289
7.1667,0.6235,0.040565
7.3333,0.6385,0.041635
7.5,0.65483,0.043435
7.6667,0.671,0.042285
7.8333,0.68617,0.042823
8,0.70067,0.040972
8.1667,0.7175,0.040609
8.3333,0.73183,0.042097
8.5,0.74817,0.042499
8.6667,0.76217,0.042734
8.8333,0.7755,0.043908
9,0.78717,0.042738
9.1667,0.80067,0.04259
9.3333,0.8155,0.043569
9.5,0.8275,0.044212
9.6667,0.839,0.044989
9.8333,0.85117,0.044652
10,0.8605,0.045724
10.167,0.873,0.045978
10.333,0.882,0.047362
10.5,0.89367,0.048219
10.667,0.90483,0.048305
10.833,0.913,0.049128
11,0.9215,0.051384
11.167,0.931,0.051361
11.333,0.938,0.053557
11.5,0.9465,0.055026
11.667,0.95383,0.054675
11.833,0.96067,0.054778
12,0.96867,0.055486
12.167,0.976,0.056196
12.333,0.98183,0.056098
12.5,0.98767,0.056156
12.667,0.9945,0.057106
12.833,1.0008,0.058249
13,1.0057,0.058603
13.167,1.0128,0.059307
13.333,1.0192,0.059814
13.5,1.0252,0.060041
13.667,1.0317,0.061298
13.833,1.0378,0.061623
14,1.0428,0.062403
14.167,1.0473,0.062481
14.333,1.0525,0.063481
14.5,1.0577,0.064689
14.667,1.0632,0.06527
14.833,1.0683,0.066262
15,1.0722,0.066713
15.167,1.0768,0.067816
15.333,1.0807,0.068055
15.5,1.085,0.069354
15.667,1.0885,0.069635
15.833,1.0912,0.069686
16,1.0955,0.070953
16.167,1.0977,0.071015
16.333,1.1003,0.071882
16.5,1.104,0.07265
16.667,1.106,0.072404
16.833,1.1083,0.073424
17,1.1112,0.073516
17.167,1.1123,0.074669
17.333,1.114,0.075633
17.5,1.1152,0.075964
17.667,1.1168,0.076285
17.833,1.1175,0.076464
18,1.1188,0.076669
18.167,1.1198,0.077171
18.333,1.1205,0.077544
18.5,1.1212,0.077927
18.667,1.122,0.077789
18.833,1.1232,0.078265
19,1.1237,0.07847
19.167,1.124,0.078504
19.333,1.1247,0.078691
19.5,1.1247,0.078752
19.667,1.1247,0.078207
19.833,1.125,0.078328
20,1.1245,0.079274
20.167,1.125,0.079032
20.333,1.125,0.079032
20.5,1.124,0.079745
20.667,1.1242,0.07884
20.833,1.1228,0.07924
21,1.1237,0.078615
21.167,1.123,0.078882
21.333,1.122,0.079415
21.5,1.122,0.078542
21.667,1.1213,0.078676
21.833,1.1208,0.078037
22,1.1198,0.078573
22.167,1.1193,0.078145
22.333,1.1187,0.078327
22.5,1.1185,0.077371
22.667,1.1175,0.078245
22.833,1.1172,0.077561
23,1.117,0.077398
23.167,1.1163,0.078002
23.333,1.1165,0.077312
23.5,1.1162,0.077228
23.667,1.1162,0.076966
23.833,1.116,0.077268
