t,OD600,ste
0,0.09225,0.0015
0.16667,0.09175,0.0017078
0.33333,0.09225,0.0015
0.5,0.092,0.0014142
0.66667,0.09225,0.0015
0.83333,0.09225,0.0012583
1,0.09225,0.0012583
1.1667,0.092,0.001633
1.3333,0.09225,0.0012583
1.5,0.092,0.0014142
1.6667,0.092,0.0008165
1.8333,0.092,0.0008165
2,0.09225,0.0012583
2.1667,0.09225,0.0012583
2.3333,0.09225,0.0012583
2.5,0.092,0.0008165
2.6667,0.09225,0.0012583
2.8333,0.09225,0.0012583
3,0.09225,0.0012583
3.1667,0.09225,0.0012583
3.3333,0.09225,0.0012583
3.5,0.092,0.0008165
3.6667,0.092,0.001633
3.8333,0.09225,0.0012583
4,0.092,0.0008165
4.1667,0.09225,0.0012583
4.3333,0.09175,0.0012583
4.5,0.092,0.0008165
4.6667,0.0925,0.001291
4.8333,0.09175,0.0012583
5,0.092,0.0008165
5.1667,0.092,0.0008165
5.3333,0.09225,0.0012583
5.5,0.09225,0.0012583
5.6667,0.092,0.0008165
5.8333,0.092,0.0008165
6,0.09225,0.0012583
6.1667,0.09175,0.0012583
6.3333,0.09175,0.0012583
6.5,0.09175,0.0012583
6.6667,0.092,0.0008165
6.8333,0.09225,0.0012583
7,0.09175,0.0012583
7.1667,0.092,0.001633
7.3333,0.092,0.0008165
7.5,0.09175,0.0012583
7.6667,0.092,0.0008165
7.8333,0.092,0.001633
8,0.092,0.0008165
8.1667,0.092,0.0008165
8.3333,0.09225,0.0012583
8.5,0.09175,0.0012583
8.6667,0.09225,0.0012583
8.8333,0.09175,0.0012583
9,0.09175,0.0012583
9.1667,0.09175,0.0012583
9.3333,0.09225,0.0012583
9.5,0.092,0.0008165
9.6667,0.09175,0.0012583
9.8333,0.09225,0.0012583
10,0.092,0.001633
10.167,0.09225,0.0012583
10.333,0.092,0.0008165
10.5,0.092,0.0008165
10.667,0.092,0.001633
10.833,0.092,0.0008165
11,0.09225,0.0012583
11.167,0.09225,0.0012583
11.333,0.09225,0.0012583
11.5,0.09225,0.0012583
11.667,0.092,0.0008165
11.833,0.09175,0.0012583
12,0.092,0.0008165
12.167,0.09225,0.0012583
12.333,0.092,0.0008165
12.5,0.092,0.001633
12.667,0.09175,0.0012583
12.833,0.092,0.0008165
13,0.09225,0.00095743
13.167,0.092,0.0008165
13.333,0.09175,0.0012583
13.5,0.09175,0.0012583
13.667,0.09175,0.0012583
13.833,0.09175,0.0012583
14,0.09225,0.0012583
14.167,0.09175,0.0012583
14.333,0.09225,0.0012583
14.5,0.092,0.0008165
14.667,0.09175,0.0012583
14.833,0.09225,0.0012583
15,0.09225,0.0012583
15.167,0.092,0.0008165
15.333,0.092,0.0008165
15.5,0.092,0.001633
15.667,0.09175,0.0012583
15.833,0.09175,0.0012583
16,0.09175,0.0012583
16.167,0.09225,0.0012583
16.333,0.09175,0.0012583
16.5,0.092,0.0008165
16.667,0.09175,0.0012583
16.833,0.09175,0.0012583
17,0.09175,0.0012583
17.167,0.09225,0.0012583
17.333,0.09175,0.0012583
17.5,0.09225,0.0012583
17.667,0.0925,0.001291
17.833,0.09225,0.0012583
18,0.09175,0.0012583
18.167,0.09225,0.0017078
18.333,0.09225,0.0012583
18.5,0.092,0.0008165
18.667,0.09175,0.0012583
18.833,0.092,0.0008165
19,0.09225,0.0012583
19.167,0.09225,0.0012583
19.333,0.09175,0.0012583
19.5,0.09175,0.0012583
19.667,0.092,0.0008165
19.833,0.09175,0.0012583
20,0.09225,0.0012583
20.167,0.0925,0.001291
20.333,0.09225,0.00095743
20.5,0.09175,0.0012583
20.667,0.09175,0.0012583
20.833,0.092,0.001633
21,0.092,0.0008165
21.167,0.092,0.0008165
21.333,0.092,0.001633
21.5,0.09175,0.0012583
21.667,0.09225,0.0012583
21.833,0.09175,0.0012583
22,0.092,0.001633
22.167,0.092,0.0008165
22.333,0.09225,0.0012583
22.5,0.09225,0.0012583
22.667,0.09175,0.0012583
22.833,0.0925,0.001291
23,0.09225,0.0012583
23.167,0.09225,0.0012583
23.333,0.09225,0.0012583
23.5,0.092,0.0008165
23.667,0.09175,0.0012583
23.833,0.09175,0.0012583
