t,OD600,ste
0,0.09225,0.0005
0.16667,0.09225,0.00095743
0.33333,0.093,0.0011547
0.5,0.09375,0.00095743
0.66667,0.09525,0.0012583
0.83333,0.097,0.0014142
1,0.099,0.0008165
1.1667,0.10275,0.00095743
1.3333,0.10725,0.0005
1.5,0.11475,0.0005
1.6667,0.124,0.0014142
1.8333,0.1335,0.0020817
2,0.143,0.0008165
2.1667,0.15575,0.0015
2.3333,0.17025,0.0022174
2.5,0.1885,0.0020817
2.6667,0.2085,0.003
2.8333,0.22925,0.0037749
3,0.252,0.0037417
3.1667,0.26975,0.003594
3.3333,0.281,0.0045461
3.5,0.28825,0.0061305
3.6667,0.2985,0.010599
3.8333,0.304,0.010231
4,0.31275,0.012148
4.1667,0.32,0.014353
4.3333,0.3275,0.015199
4.5,0.3345,0.016279
4.6667,0.3425,0.016543
4.8333,0.34825,0.0175
5,0.35425,0.019585
5.1667,0.36125,0.022721
5.3333,0.36825,0.024144
5.5,0.37625,0.025237
5.6667,0.3845,0.026489
5.8333,0.391,0.027483
6,0.3975,0.030447
6.1667,0.403,0.033337
6.3333,0.4095,0.0342
6.5,0.41525,0.037026
6.6667,0.42125,0.038187
6.8333,0.428,0.03995
7,0.434,0.04196
7.1667,0.43875,0.044041
7.3333,0.4455,0.046206
7.5,0.45275,0.045843
7.6667,0.46175,0.044552
7.8333,0.47175,0.042859
8,0.4825,0.041765
8.1667,0.49425,0.038065
8.3333,0.50475,0.034961
8.5,0.51475,0.03309
8.6667,0.52475,0.029477
8.8333,0.533,0.027374
9,0.54175,0.025708
9.1667,0.54975,0.025435
9.3333,0.5575,0.025942
9.5,0.56475,0.027354
9.6667,0.572,0.029235
9.8333,0.5795,0.031775
10,0.587,0.034785
10.167,0.59225,0.036179
10.333,0.60075,0.038117
10.5,0.60525,0.0383
10.667,0.611,0.039707
10.833,0.6175,0.041251
11,0.62375,0.041868
11.167,0.62825,0.043192
11.333,0.6365,0.044313
11.5,0.6395,0.043981
11.667,0.6475,0.045
11.833,0.65675,0.046593
12,0.65875,0.046857
12.167,0.6635,0.047683
12.333,0.67225,0.049101
12.5,0.674,0.04784
12.667,0.6805,0.047529
12.833,0.68525,0.047682
13,0.69075,0.048562
13.167,0.6965,0.048898
13.333,0.70125,0.049433
13.5,0.70625,0.049822
13.667,0.7115,0.050263
13.833,0.71725,0.050645
14,0.7245,0.050633
14.167,0.727,0.050233
14.333,0.7325,0.051085
14.5,0.737,0.050656
14.667,0.7415,0.050296
14.833,0.7475,0.051527
15,0.7505,0.052138
15.167,0.7545,0.053357
15.333,0.759,0.05346
15.5,0.76375,0.053244
15.667,0.76825,0.053281
15.833,0.77125,0.053469
16,0.7765,0.053842
16.167,0.781,0.054351
16.333,0.78575,0.054101
16.5,0.78875,0.05399
16.667,0.7925,0.053904
16.833,0.79675,0.053823
17,0.80075,0.055518
17.167,0.8045,0.055368
17.333,0.80775,0.055005
17.5,0.8125,0.055224
17.667,0.81575,0.055217
17.833,0.8195,0.055621
18,0.82325,0.054488
18.167,0.82675,0.055078
18.333,0.83125,0.054659
18.5,0.8345,0.055417
18.667,0.839,0.054203
18.833,0.841,0.054669
19,0.84525,0.054543
19.167,0.85,0.054461
19.333,0.85375,0.054926
19.5,0.85675,0.054476
19.667,0.859,0.054924
19.833,0.86225,0.054543
20,0.866,0.053279
20.167,0.8695,0.054046
20.333,0.872,0.054111
20.5,0.876,0.055299
20.667,0.8805,0.054409
20.833,0.882,0.054955
21,0.8855,0.054909
21.167,0.88775,0.054999
21.333,0.89025,0.055428
21.5,0.8935,0.055381
21.667,0.896,0.056291
21.833,0.8995,0.056193
22,0.9005,0.055429
22.167,0.90325,0.05624
22.333,0.90525,0.057169
22.5,0.908,0.057161
22.667,0.9105,0.057367
22.833,0.91475,0.058163
23,0.9155,0.058175
23.167,0.916,0.058538
23.333,0.91775,0.059416
23.5,0.9195,0.05988
23.667,0.92225,0.059863
23.833,0.92475,0.060928
