t,OD600,ste
0,0.0928,0.0013038
0.16667,0.0932,0.0010954
0.33333,0.0936,0.00089443
0.5,0.0948,0.00083666
0.66667,0.0958,0.00083666
0.83333,0.0976,0.0018166
1,0.1002,0.0032711
1.1667,0.1042,0.0055408
1.3333,0.1104,0.0085615
1.5,0.1176,0.013409
1.6667,0.1282,0.018553
1.8333,0.14,0.02515
2,0.1526,0.032207
2.1667,0.166,0.039956
2.3333,0.1836,0.049687
2.5,0.2024,0.060198
2.6667,0.2246,0.072779
2.8333,0.2472,0.085236
3,0.273,0.099617
3.1667,0.2954,0.1118
3.3333,0.3146,0.12251
3.5,0.3298,0.13088
3.6667,0.34,0.13649
3.8333,0.3492,0.1416
4,0.3574,0.14619
4.1667,0.361,0.14816
4.3333,0.3668,0.1514
4.5,0.3704,0.15341
4.6667,0.3734,0.15508
4.8333,0.3776,0.15744
5,0.381,0.15934
5.1667,0.3836,0.16078
5.3333,0.3882,0.16335
5.5,0.3916,0.16525
5.6667,0.3946,0.16693
5.8333,0.3984,0.16906
6,0.4022,0.17119
6.1667,0.4054,0.17299
6.3333,0.4094,0.17524
6.5,0.413,0.17725
6.6667,0.417,0.1795
6.8333,0.4206,0.1815
7,0.4248,0.18386
7.1667,0.4302,0.18695
7.3333,0.4344,0.18929
7.5,0.4374,0.19039
7.6667,0.4404,0.1921
7.8333,0.4446,0.19499
8,0.4494,0.19771
8.1667,0.453,0.19971
8.3333,0.458,0.20249
8.5,0.4624,0.20443
8.6667,0.4664,0.20724
8.8333,0.471,0.20926
9,0.476,0.21202
9.1667,0.4796,0.21461
9.3333,0.4828,0.21585
9.5,0.4868,0.21869
9.6667,0.4908,0.2209
9.8333,0.4956,0.2236
10,0.4996,0.22534
10.167,0.5026,0.22701
10.333,0.5064,0.22914
10.5,0.51,0.23113
10.667,0.5144,0.23366
10.833,0.5182,0.23633
11,0.5224,0.23871
11.167,0.5266,0.24051
11.333,0.5296,0.24221
11.5,0.5332,0.24478
11.667,0.5376,0.24724
11.833,0.5406,0.24835
12,0.5436,0.24997
12.167,0.547,0.25246
12.333,0.5508,0.25463
12.5,0.5548,0.2563
12.667,0.5584,0.25889
12.833,0.5614,0.26002
13,0.5646,0.26182
13.167,0.5678,0.2636
13.333,0.571,0.26534
13.5,0.5748,0.26805
13.667,0.578,0.26981
13.833,0.5802,0.27105
14,0.5834,0.27282
14.167,0.5864,0.27445
14.333,0.5894,0.27616
14.5,0.5926,0.27744
14.667,0.5956,0.27909
14.833,0.5978,0.28027
15,0.6016,0.28246
15.167,0.6042,0.28392
15.333,0.607,0.28549
15.5,0.609,0.28661
15.667,0.6122,0.28839
15.833,0.6146,0.28976
16,0.6176,0.29146
16.167,0.6208,0.29316
16.333,0.623,0.2944
16.5,0.6262,0.29621
16.667,0.6276,0.29698
16.833,0.629,0.29777
17,0.6334,0.30026
17.167,0.6358,0.30216
17.333,0.6376,0.30261
17.5,0.6404,0.30416
17.667,0.643,0.30563
17.833,0.645,0.30679
18,0.6468,0.3078
18.167,0.6492,0.30914
18.333,0.652,0.31071
18.5,0.6544,0.31208
18.667,0.6564,0.31317
18.833,0.6576,0.3139
19,0.6594,0.31492
19.167,0.6608,0.31576
19.333,0.6626,0.31735
19.5,0.664,0.31754
19.667,0.666,0.31867
19.833,0.6678,0.31963
20,0.6686,0.32015
20.167,0.6698,0.32089
20.333,0.6712,0.32218
20.5,0.673,0.32262
20.667,0.675,0.32378
20.833,0.6762,0.32443
21,0.6766,0.32466
21.167,0.677,0.32493
21.333,0.6788,0.32592
21.5,0.6794,0.32627
21.667,0.681,0.32776
21.833,0.6828,0.32827
22,0.683,0.32838
22.167,0.6846,0.32931
22.333,0.685,0.32955
22.5,0.685,0.32957
22.667,0.6866,0.33048
22.833,0.6874,0.33097
23,0.6888,0.33177
23.167,0.6888,0.33228
23.333,0.6894,0.33265
23.5,0.6888,0.33227
23.667,0.69,0.33301
23.833,0.6906,0.33342
