t,OD600,ste
0,0.0928,0.0010954
0.16667,0.0938,0.0010954
0.33333,0.095,0.0014142
0.5,0.0962,0.0017889
0.66667,0.0992,0.0022804
0.83333,0.1032,0.0034205
1,0.1088,0.0037683
1.1667,0.1176,0.0052249
1.3333,0.1296,0.0048785
1.5,0.142,0.005244
1.6667,0.156,0.0057879
1.8333,0.1736,0.0048785
2,0.1946,0.0066182
2.1667,0.216,0.0076485
2.3333,0.2398,0.010134
2.5,0.2706,0.0055946
2.6667,0.3064,0.013088
2.8333,0.3372,0.02251
3,0.3676,0.033208
3.1667,0.3814,0.032316
3.3333,0.3892,0.029928
3.5,0.401,0.029563
3.6667,0.4132,0.029508
3.8333,0.4246,0.031509
4,0.4336,0.03158
4.1667,0.4432,0.031697
4.3333,0.4524,0.03311
4.5,0.4626,0.033694
4.6667,0.474,0.034293
4.8333,0.4846,0.037152
5,0.4952,0.038304
5.1667,0.5078,0.039777
5.3333,0.521,0.043215
5.5,0.533,0.046819
5.6667,0.5476,0.050208
5.8333,0.5622,0.053411
6,0.578,0.058189
6.1667,0.5936,0.062732
6.3333,0.6108,0.064971
6.5,0.6268,0.067909
6.6667,0.6444,0.071703
6.8333,0.6592,0.074005
7,0.6744,0.073938
7.1667,0.6882,0.078075
7.3333,0.7044,0.07897
7.5,0.716,0.079073
7.6667,0.7288,0.080329
7.8333,0.7426,0.081684
8,0.7542,0.082853
8.1667,0.7664,0.08323
8.3333,0.7764,0.083479
8.5,0.788,0.083208
8.6667,0.8002,0.085963
8.8333,0.809,0.0857
9,0.8188,0.086033
9.1667,0.8282,0.087503
9.3333,0.8384,0.088189
9.5,0.848,0.087103
9.6667,0.857,0.088713
9.8333,0.8646,0.088067
10,0.8746,0.087025
10.167,0.8826,0.08754
10.333,0.8904,0.086941
10.5,0.8986,0.086875
10.667,0.9072,0.085227
10.833,0.9144,0.08526
11,0.9198,0.084957
11.167,0.9282,0.084186
11.333,0.935,0.084045
11.5,0.9426,0.083383
11.667,0.948,0.08242
11.833,0.9542,0.081812
12,0.9604,0.080662
12.167,0.9648,0.078671
12.333,0.9694,0.076826
12.5,0.9748,0.077157
12.667,0.9806,0.075275
12.833,0.986,0.073678
13,0.9914,0.071111
13.167,0.9966,0.069558
13.333,1.0014,0.067704
13.5,1.0044,0.065508
13.667,1.0094,0.06276
13.833,1.0134,0.061582
14,1.0184,0.061541
14.167,1.0224,0.059882
14.333,1.0262,0.05773
14.5,1.0292,0.056513
14.667,1.0312,0.053756
14.833,1.035,0.050818
15,1.0378,0.050202
15.167,1.0414,0.049018
15.333,1.0454,0.045654
15.5,1.0486,0.044663
15.667,1.0512,0.0418
15.833,1.054,0.040125
16,1.0554,0.038155
16.167,1.0586,0.036583
16.333,1.0624,0.035935
16.5,1.0652,0.034434
16.667,1.067,0.032226
16.833,1.0702,0.029727
17,1.0742,0.027508
17.167,1.0738,0.025772
17.333,1.0764,0.024755
17.5,1.0786,0.02281
17.667,1.0822,0.022197
17.833,1.0828,0.020825
18,1.0846,0.019807
18.167,1.0874,0.019126
18.333,1.0888,0.017312
18.5,1.0888,0.016084
18.667,1.092,0.014748
18.833,1.0948,0.014342
19,1.0962,0.013971
19.167,1.0976,0.014046
19.333,1.0984,0.013353
19.5,1.099,0.012748
19.667,1.1014,0.012818
19.833,1.102,0.013115
20,1.1038,0.013498
20.167,1.106,0.013342
20.333,1.107,0.013675
20.5,1.109,0.013784
20.667,1.1098,0.014822
20.833,1.1102,0.014755
21,1.1106,0.016103
21.167,1.1126,0.016025
21.333,1.1122,0.016619
21.5,1.114,0.016583
21.667,1.1152,0.017513
21.833,1.1152,0.017964
22,1.1158,0.018431
22.167,1.1152,0.019254
22.333,1.1164,0.020157
22.5,1.1182,0.020897
22.667,1.119,0.020628
22.833,1.1202,0.021277
23,1.1202,0.021948
23.167,1.1208,0.022039
23.333,1.121,0.022327
23.5,1.1198,0.023296
23.667,1.1218,0.023784
23.833,1.1234,0.023734
