t,OD600,ste
0,0.093333,0.0018619
0.16667,0.093833,0.0019408
0.33333,0.095167,0.002137
0.5,0.096833,0.0020412
0.66667,0.099167,0.0020412
0.83333,0.10267,0.0020656
1,0.10783,0.0031252
1.1667,0.11517,0.0042622
1.3333,0.1245,0.0056833
1.5,0.13517,0.0061455
1.6667,0.14817,0.0079854
1.8333,0.16233,0.0096056
2,0.1815,0.01239
2.1667,0.204,0.014255
2.3333,0.229,0.015875
2.5,0.25467,0.016645
2.6667,0.27383,0.01087
2.8333,0.28683,0.0073598
3,0.29767,0.0083586
3.1667,0.30833,0.0079666
3.3333,0.319,0.0081731
3.5,0.32983,0.0084479
3.6667,0.34083,0.0097451
3.8333,0.35133,0.011057
4,0.36117,0.011754
4.1667,0.37083,0.012497
4.3333,0.37867,0.014278
4.5,0.3865,0.015592
4.6667,0.39467,0.016021
4.8333,0.4005,0.016196
5,0.40767,0.015744
5.1667,0.41433,0.015883
5.3333,0.42233,0.017896
5.5,0.43333,0.017374
5.6667,0.451,0.016994
5.8333,0.46467,0.016669
6,0.47817,0.01629
6.1667,0.49117,0.017555
6.3333,0.5045,0.017785
6.5,0.5165,0.01719
6.6667,0.52867,0.017037
6.8333,0.54033,0.017409
7,0.5515,0.01793
7.1667,0.5625,0.017897
7.3333,0.57233,0.018907
7.5,0.58283,0.019651
7.6667,0.59267,0.020285
7.8333,0.60317,0.020488
8,0.611,0.021204
8.1667,0.621,0.023554
8.3333,0.6295,0.02333
8.5,0.63867,0.024704
8.6667,0.6475,0.02532
8.8333,0.65683,0.026118
9,0.66433,0.0265
9.1667,0.67267,0.026349
9.3333,0.681,0.029584
9.5,0.69017,0.02893
9.6667,0.6975,0.02894
9.8333,0.70567,0.030336
10,0.7135,0.032501
10.167,0.72117,0.034284
10.333,0.72867,0.033619
10.5,0.73833,0.034127
10.667,0.74617,0.035936
10.833,0.75467,0.037324
11,0.76083,0.03707
11.167,0.7695,0.036785
11.333,0.77817,0.038959
11.5,0.78617,0.040221
11.667,0.79383,0.04132
11.833,0.8005,0.042232
12,0.80817,0.043032
12.167,0.81517,0.041151
12.333,0.8225,0.042027
12.5,0.8305,0.044284
12.667,0.83733,0.04497
12.833,0.84467,0.04468
13,0.85233,0.045724
13.167,0.8605,0.046483
13.333,0.8665,0.046488
13.5,0.873,0.046312
13.667,0.87867,0.046903
13.833,0.88567,0.047903
14,0.89233,0.048521
14.167,0.8985,0.047936
14.333,0.90567,0.049257
14.5,0.91183,0.050102
14.667,0.917,0.049189
14.833,0.922,0.050096
15,0.92817,0.048898
15.167,0.934,0.049169
15.333,0.93983,0.049289
15.5,0.94583,0.050241
15.667,0.9505,0.050131
15.833,0.95617,0.049556
16,0.9605,0.049923
16.167,0.96583,0.049576
16.333,0.97167,0.049054
16.5,0.97683,0.048795
16.667,0.982,0.049002
16.833,0.98683,0.048549
17,0.991,0.047883
17.167,0.99533,0.04831
17.333,0.99983,0.048205
17.5,1.0037,0.048173
17.667,1.0083,0.046753
17.833,1.013,0.046446
18,1.0162,0.046054
18.167,1.0203,0.045129
18.333,1.0235,0.045798
18.5,1.0257,0.046315
18.667,1.0298,0.045402
18.833,1.0328,0.043934
19,1.0373,0.044044
19.167,1.0408,0.043888
19.333,1.0442,0.043167
19.5,1.0463,0.043519
19.667,1.0488,0.042734
19.833,1.0505,0.043224
20,1.0537,0.042571
20.167,1.0562,0.042785
20.333,1.0583,0.04308
20.5,1.0612,0.041058
20.667,1.0638,0.040107
20.833,1.0653,0.040382
21,1.0665,0.039879
21.167,1.069,0.039603
21.333,1.0703,0.038867
21.5,1.0728,0.038071
21.667,1.0738,0.03751
21.833,1.0743,0.037692
22,1.076,0.037539
22.167,1.077,0.03732
22.333,1.0775,0.037383
22.5,1.079,0.037094
22.667,1.0802,0.036135
22.833,1.0812,0.035329
23,1.0817,0.035098
23.167,1.0825,0.034501
23.333,1.0828,0.034534
23.5,1.083,0.03377
23.667,1.0847,0.034004
23.833,1.085,0.033472
