t,OD600,ste
0,0.0945,0.0017321
0.16667,0.095,0.0014142
0.33333,0.09625,0.001893
0.5,0.09825,0.001893
0.66667,0.101,0.0014142
0.83333,0.10425,0.001893
1,0.1105,0.0017321
1.1667,0.11875,0.0017078
1.3333,0.131,0.0021602
1.5,0.143,0.0024495
1.6667,0.15675,0.0025
1.8333,0.17525,0.0029861
2,0.19825,0.0028723
2.1667,0.22225,0.003304
2.3333,0.247,0.0034641
2.5,0.2785,0.0028868
2.6667,0.311,0.0062183
2.8333,0.34475,0.0057373
3,0.37275,0.0068496
3.1667,0.3915,0.0066583
3.3333,0.405,0.0052915
3.5,0.41575,0.0055603
3.6667,0.42475,0.0063443
3.8333,0.4305,0.0051962
4,0.437,0.0057155
4.1667,0.44275,0.0056789
4.3333,0.44725,0.0058523
4.5,0.452,0.0058878
4.6667,0.456,0.006377
4.8333,0.46025,0.0062383
5,0.465,0.0064807
5.1667,0.469,0.006377
5.3333,0.4735,0.0064031
5.5,0.47825,0.0073201
5.6667,0.48325,0.0068496
5.8333,0.488,0.0071181
6,0.49325,0.0075443
6.1667,0.4975,0.0081854
6.3333,0.50175,0.0087321
6.5,0.5065,0.0094692
6.6667,0.512,0.010033
6.8333,0.51675,0.010079
7,0.52225,0.010404
7.1667,0.528,0.011343
7.3333,0.5335,0.012124
7.5,0.539,0.012463
7.6667,0.5445,0.013916
7.8333,0.55075,0.014056
8,0.556,0.015384
8.1667,0.562,0.015166
8.3333,0.568,0.017224
8.5,0.57375,0.018118
8.6667,0.5785,0.018412
8.8333,0.58325,0.019328
9,0.58925,0.020694
9.1667,0.595,0.022346
9.3333,0.6,0.02273
9.5,0.60575,0.024377
9.6667,0.61075,0.025052
9.8333,0.61675,0.026424
10,0.62275,0.027825
10.167,0.62775,0.029871
10.333,0.634,0.031048
10.5,0.63975,0.032694
10.667,0.6455,0.03365
10.833,0.6515,0.035726
11,0.65725,0.037366
11.167,0.66325,0.03875
11.333,0.6695,0.040253
11.5,0.67525,0.040861
11.667,0.68125,0.043277
11.833,0.68675,0.044493
12,0.693,0.045978
12.167,0.69875,0.047626
12.333,0.7055,0.049278
12.5,0.7115,0.049977
12.667,0.7185,0.05102
12.833,0.724,0.051891
13,0.72925,0.053024
13.167,0.73475,0.05355
13.333,0.7405,0.054495
13.5,0.74675,0.05562
13.667,0.753,0.056421
13.833,0.7585,0.056583
14,0.76375,0.057378
14.167,0.76975,0.058426
14.333,0.7755,0.058677
14.5,0.7825,0.059747
14.667,0.7875,0.060092
14.833,0.79225,0.059997
15,0.797,0.060603
15.167,0.802,0.060954
15.333,0.808,0.061639
15.5,0.812,0.062005
15.667,0.81675,0.061894
15.833,0.821,0.063029
16,0.82575,0.062931
16.167,0.83,0.063029
16.333,0.834,0.063029
16.5,0.83825,0.063809
16.667,0.84225,0.063121
16.833,0.84525,0.063474
17,0.84925,0.063809
17.167,0.853,0.064078
17.333,0.85625,0.06349
17.5,0.85925,0.06349
17.667,0.8625,0.063217
17.833,0.865,0.063744
18,0.86775,0.064018
18.167,0.871,0.064446
18.333,0.87375,0.064018
18.5,0.8765,0.064294
18.667,0.87825,0.063866
18.833,0.88025,0.063866
19,0.882,0.064146
19.167,0.8835,0.063616
19.333,0.8855,0.064003
19.5,0.887,0.063797
19.667,0.888,0.063472
19.833,0.8895,0.063616
20,0.8905,0.063616
20.167,0.89125,0.06319
20.333,0.8915,0.063616
20.5,0.89175,0.063047
20.667,0.893,0.064146
20.833,0.8935,0.063296
21,0.8935,0.063296
21.167,0.89325,0.06319
21.333,0.8935,0.063616
21.5,0.89275,0.063369
21.667,0.8925,0.063616
21.833,0.892,0.063472
22,0.89175,0.063369
22.167,0.89175,0.064794
22.333,0.89125,0.063552
22.5,0.891,0.063797
22.667,0.89025,0.064608
22.833,0.89,0.064895
23,0.89025,0.064608
23.167,0.88925,0.064267
23.333,0.88875,0.065127
23.5,0.888,0.065223
23.667,0.888,0.064843
23.833,0.887,0.064224
