t,OD600,ste
0,0.09625,0.003304
0.16667,0.0965,0.0036968
0.33333,0.09775,0.0045
0.5,0.0995,0.0054467
0.66667,0.102,0.0080416
0.83333,0.10575,0.010145
1,0.11125,0.013841
1.1667,0.11675,0.018007
1.3333,0.123,0.021087
1.5,0.1305,0.025994
1.6667,0.139,0.030714
1.8333,0.14975,0.036927
2,0.1605,0.042438
2.1667,0.174,0.050603
2.3333,0.18775,0.057933
2.5,0.2015,0.063653
2.6667,0.2155,0.06757
2.8333,0.229,0.070033
3,0.241,0.070033
3.1667,0.25,0.066608
3.3333,0.26025,0.063184
3.5,0.269,0.058315
3.6667,0.27775,0.053804
3.8333,0.2865,0.048121
4,0.2925,0.043193
4.1667,0.2985,0.039026
4.3333,0.305,0.035468
4.5,0.3105,0.033372
4.6667,0.31675,0.033009
4.8333,0.321,0.033347
5,0.32375,0.033777
5.1667,0.32825,0.032623
5.3333,0.332,0.033096
5.5,0.3355,0.032868
5.6667,0.339,0.033096
5.8333,0.34325,0.033039
6,0.34725,0.031826
6.1667,0.35125,0.030902
6.3333,0.3555,0.030028
6.5,0.3605,0.03026
6.6667,0.36375,0.030148
6.8333,0.36875,0.03027
7,0.3725,0.029905
7.1667,0.3765,0.029905
7.3333,0.37975,0.029102
7.5,0.3845,0.027683
7.6667,0.38875,0.026196
7.8333,0.39275,0.026005
8,0.396,0.025126
8.1667,0.4005,0.025053
8.3333,0.40475,0.024213
8.5,0.40875,0.023613
8.6667,0.41275,0.022456
8.8333,0.4165,0.021564
9,0.42025,0.021282
9.1667,0.4235,0.021517
9.3333,0.427,0.020445
9.5,0.43025,0.01898
9.6667,0.43275,0.019207
9.8333,0.43675,0.018118
10,0.44025,0.016879
10.167,0.442,0.017185
10.333,0.44575,0.016998
10.5,0.448,0.016062
10.667,0.4505,0.016422
10.833,0.45275,0.015735
11,0.45575,0.01466
11.167,0.458,0.0149
11.333,0.46,0.013736
11.5,0.462,0.01354
11.667,0.464,0.012961
11.833,0.466,0.01354
12,0.4685,0.012793
12.167,0.46975,0.012447
12.333,0.4715,0.012014
12.5,0.473,0.011776
12.667,0.475,0.011518
12.833,0.4765,0.011676
13,0.47825,0.011442
13.167,0.4795,0.01159
13.333,0.481,0.012028
13.5,0.4825,0.011269
13.667,0.48475,0.011206
13.833,0.485,0.011402
14,0.4865,0.011
14.167,0.488,0.011402
14.333,0.48925,0.011087
14.5,0.4905,0.011561
14.667,0.492,0.01257
14.833,0.49325,0.011871
15,0.494,0.011747
15.167,0.495,0.012356
15.333,0.496,0.012356
15.5,0.4975,0.012583
15.667,0.49775,0.013074
15.833,0.499,0.012083
16,0.5005,0.013102
16.167,0.50125,0.013401
16.333,0.5025,0.012477
16.5,0.503,0.012884
16.667,0.50425,0.012685
16.833,0.50475,0.012894
17,0.5055,0.013077
17.167,0.5055,0.013723
17.333,0.507,0.014071
17.5,0.50725,0.013865
17.667,0.50775,0.013525
17.833,0.509,0.013441
18,0.50975,0.014292
18.167,0.5105,0.013723
18.333,0.5115,0.013723
18.5,0.5115,0.014526
18.667,0.51175,0.014546
18.833,0.51325,0.014796
19,0.51275,0.015108
19.167,0.51325,0.01537
19.333,0.51375,0.015218
19.5,0.51425,0.014705
19.667,0.515,0.015122
19.833,0.51525,0.014975
20,0.51525,0.01513
20.167,0.51525,0.01565
20.333,0.51575,0.015414
20.5,0.51575,0.014683
20.667,0.51575,0.01537
20.833,0.5155,0.014201
21,0.5165,0.014201
21.167,0.51625,0.014408
21.333,0.51625,0.014408
21.5,0.5165,0.014177
21.667,0.51725,0.013913
21.833,0.51675,0.014151
22,0.51725,0.013961
22.167,0.517,0.014071
22.333,0.51725,0.014056
22.5,0.51725,0.013961
22.667,0.51825,0.014245
22.833,0.518,0.014537
23,0.51775,0.01408
23.167,0.51775,0.014997
23.333,0.51825,0.014198
23.5,0.518,0.013589
23.667,0.51825,0.013598
23.833,0.5185,0.014059
