t,OD600,ste
0,0.09525,0.0005
0.16667,0.096,0.0008165
0.33333,0.097,0.0008165
0.5,0.099,0.0008165
0.66667,0.10125,0.00095743
0.83333,0.105,0.0008165
1,0.111,0.0008165
1.1667,0.1195,0.001291
1.3333,0.1305,0.0017321
1.5,0.143,0.002708
1.6667,0.1575,0.0026458
1.8333,0.175,0.002708
2,0.19625,0.0022174
2.1667,0.21675,0.003304
2.3333,0.24025,0.0032016
2.5,0.26425,0.004272
2.6667,0.279,0.0046904
2.8333,0.2905,0.0049329
3,0.3,0.0040825
3.1667,0.31025,0.0039476
3.3333,0.3195,0.0037859
3.5,0.33,0.0046904
3.6667,0.34075,0.0056789
3.8333,0.352,0.0060553
4,0.36075,0.0072284
4.1667,0.3685,0.0077244
4.3333,0.376,0.0084853
4.5,0.38225,0.0072744
4.6667,0.38925,0.0080156
4.8333,0.399,0.012356
5,0.40625,0.014997
5.1667,0.414,0.017029
5.3333,0.42075,0.019432
5.5,0.42725,0.020139
5.6667,0.434,0.019579
5.8333,0.44075,0.019225
6,0.4475,0.019053
6.1667,0.4545,0.018841
6.3333,0.461,0.019545
6.5,0.46775,0.0195
6.6667,0.47375,0.019276
6.8333,0.48025,0.019225
7,0.48725,0.018679
7.1667,0.494,0.018092
7.3333,0.4995,0.016361
7.5,0.506,0.014353
7.6667,0.5125,0.013528
7.8333,0.5195,0.012715
8,0.52525,0.011354
8.1667,0.532,0.010033
8.3333,0.53825,0.009215
8.5,0.54475,0.0081803
8.6667,0.55075,0.0068496
8.8333,0.55675,0.0061847
9,0.56275,0.0055603
9.1667,0.5695,0.0050662
9.3333,0.57625,0.0047871
9.5,0.58325,0.0049917
9.6667,0.589,0.0049666
9.8333,0.59475,0.0057373
10,0.60375,0.010012
10.167,0.60925,0.01034
10.333,0.61475,0.010689
10.5,0.6205,0.011475
10.667,0.6265,0.012261
10.833,0.63225,0.012738
11,0.63775,0.01315
11.167,0.643,0.013952
11.333,0.649,0.0149
11.5,0.65325,0.015882
11.667,0.659,0.017512
11.833,0.6645,0.020075
12,0.6705,0.021703
12.167,0.67575,0.024061
12.333,0.678,0.021649
12.5,0.68175,0.020871
12.667,0.6855,0.021205
12.833,0.68625,0.015671
13,0.69275,0.021453
13.167,0.6935,0.014821
13.333,0.696,0.014491
13.5,0.702,0.019408
13.667,0.7025,0.014888
13.833,0.709,0.019916
14,0.7105,0.017407
14.167,0.717,0.021772
14.333,0.7175,0.017078
14.5,0.72425,0.022351
14.667,0.7275,0.022472
14.833,0.732,0.0249
15,0.73425,0.023977
15.167,0.73825,0.025708
15.333,0.7395,0.023573
15.5,0.746,0.029132
15.667,0.74575,0.024744
15.833,0.7485,0.025384
16,0.752,0.023833
16.167,0.75525,0.025264
16.333,0.75825,0.026311
16.5,0.76075,0.025902
16.667,0.76375,0.026361
16.833,0.76575,0.026196
17,0.76825,0.026273
17.167,0.77075,0.027109
17.333,0.77325,0.027633
17.5,0.77525,0.027633
17.667,0.77825,0.028383
17.833,0.7805,0.028361
18,0.7825,0.028804
18.167,0.78325,0.029136
18.333,0.78525,0.029136
18.5,0.78725,0.029136
18.667,0.78575,0.028918
18.833,0.7865,0.028478
19,0.7875,0.029103
19.167,0.78725,0.029815
19.333,0.7855,0.024624
19.5,0.7855,0.024624
19.667,0.78625,0.024985
19.833,0.79375,0.023543
20,0.79425,0.023415
