t,OD600,ste
0,0.09325,0.0015
0.16667,0.09375,0.0017078
0.33333,0.0945,0.001291
0.5,0.09575,0.0017078
0.66667,0.09725,0.0022174
0.83333,0.1005,0.0023805
1,0.10425,0.003304
1.1667,0.10925,0.0040311
1.3333,0.11675,0.0051235
1.5,0.1275,0.0066081
1.6667,0.13975,0.0069462
1.8333,0.15425,0.0080571
2,0.171,0.011165
2.1667,0.1905,0.012369
2.3333,0.21275,0.012738
2.5,0.2365,0.013178
2.6667,0.262,0.01481
2.8333,0.2815,0.01561
3,0.295,0.013292
3.1667,0.30625,0.016153
3.3333,0.318,0.01772
3.5,0.32875,0.018839
3.6667,0.33925,0.020255
3.8333,0.3515,0.019621
4,0.362,0.018991
4.1667,0.37375,0.020887
4.3333,0.38425,0.021747
4.5,0.3925,0.020744
4.6667,0.3995,0.019604
4.8333,0.40575,0.017347
5,0.41375,0.018337
5.1667,0.42075,0.018679
5.3333,0.429,0.018815
5.5,0.438,0.019613
5.6667,0.4475,0.019638
5.8333,0.45675,0.019653
6,0.46575,0.019602
6.1667,0.47675,0.020288
6.3333,0.4875,0.021252
6.5,0.4955,0.025475
6.6667,0.5055,0.026789
6.8333,0.51575,0.028088
7,0.52475,0.030478
7.1667,0.53525,0.034432
7.3333,0.54425,0.036363
7.5,0.55325,0.03773
7.6667,0.5615,0.039837
7.8333,0.5695,0.041845
8,0.57825,0.042492
8.1667,0.586,0.044144
8.3333,0.594,0.045702
8.5,0.60125,0.046957
8.6667,0.6085,0.047871
8.8333,0.6155,0.049319
9,0.623,0.049403
9.1667,0.62975,0.05113
9.3333,0.63625,0.050195
9.5,0.64325,0.050195
9.6667,0.649,0.05084
9.8333,0.65525,0.052239
10,0.661,0.052605
10.167,0.6665,0.053644
10.333,0.673,0.053981
10.5,0.67875,0.053953
10.667,0.6845,0.05483
10.833,0.69125,0.055392
11,0.69575,0.05556
11.167,0.70075,0.056246
11.333,0.7055,0.056807
11.5,0.71175,0.05814
11.667,0.71625,0.057633
11.833,0.72075,0.05814
12,0.72625,0.057192
12.167,0.73075,0.057541
12.333,0.73525,0.057192
12.5,0.7405,0.058014
12.667,0.74475,0.056947
12.833,0.74975,0.056947
13,0.7545,0.056642
13.167,0.75825,0.057372
13.333,0.7645,0.055609
13.5,0.76925,0.055181
13.667,0.7735,0.056389
13.833,0.7775,0.055218
14,0.78125,0.055686
14.167,0.7865,0.055729
14.333,0.7915,0.054641
14.5,0.7955,0.054071
14.667,0.8,0.053498
14.833,0.80425,0.053612
15,0.808,0.054589
15.167,0.81325,0.053031
15.333,0.81675,0.053181
15.5,0.822,0.05244
15.667,0.82475,0.051816
15.833,0.82775,0.052911
16,0.83225,0.050606
16.167,0.83575,0.049608
16.333,0.8395,0.04987
16.5,0.8435,0.04799
16.667,0.84675,0.047521
16.833,0.851,0.046267
17,0.85425,0.046111
17.167,0.85675,0.044387
17.333,0.8595,0.043493
17.5,0.86225,0.043385
17.667,0.86475,0.043607
17.833,0.868,0.041976
18,0.8705,0.038957
18.167,0.87275,0.039221
18.333,0.875,0.038756
18.5,0.8755,0.037784
18.667,0.87825,0.0375
18.833,0.88075,0.036289
19,0.884,0.035562
19.167,0.88575,0.03415
19.333,0.88825,0.03217
19.5,0.8895,0.031182
19.667,0.8915,0.029057
19.833,0.89225,0.029511
20,0.89475,0.027293
20.167,0.89625,0.027693
20.333,0.89775,0.025992
20.5,0.89975,0.025992
20.667,0.90075,0.025513
20.833,0.90175,0.023922
21,0.903,0.022993
21.167,0.9045,0.021362
21.333,0.905,0.020928
21.5,0.90675,0.019721
21.667,0.90775,0.020205
21.833,0.90925,0.018998
22,0.9105,0.016743
22.167,0.91075,0.016008
22.333,0.911,0.016432
22.5,0.91325,0.015692
22.667,0.91325,0.01493
22.833,0.91475,0.014975
23,0.91525,0.013817
23.167,0.91575,0.013574
23.333,0.91725,0.013022
23.5,0.91775,0.012527
23.667,0.91875,0.011927
23.833,0.9195,0.012069
