t,OD600,ste
0,0.0948,0.0034928
0.16667,0.0952,0.0034928
0.33333,0.0952,0.0031145
0.5,0.096,0.0032404
0.66667,0.0972,0.0030332
0.83333,0.0986,0.0031305
1,0.1006,0.0027928
1.1667,0.1034,0.0031305
1.3333,0.107,0.0037417
1.5,0.1116,0.0059833
1.6667,0.1182,0.0087006
1.8333,0.1272,0.012029
2,0.138,0.014816
2.1667,0.1502,0.018593
2.3333,0.1632,0.02352
2.5,0.1802,0.028587
2.6667,0.1984,0.033627
2.8333,0.2192,0.037639
3,0.2382,0.034237
3.1667,0.257,0.032802
3.3333,0.2768,0.029499
3.5,0.2876,0.031142
3.6667,0.2968,0.032198
3.8333,0.3066,0.035076
4,0.3158,0.034967
4.1667,0.3248,0.035492
4.3333,0.3346,0.036198
4.5,0.3442,0.03641
4.6667,0.353,0.03649
4.8333,0.362,0.035951
5,0.3698,0.036086
5.1667,0.378,0.036139
5.3333,0.3862,0.03652
5.5,0.395,0.037195
5.6667,0.4032,0.040339
5.8333,0.412,0.044328
6,0.4204,0.047443
6.1667,0.4288,0.048298
6.3333,0.4364,0.050183
6.5,0.4442,0.052036
6.6667,0.4506,0.054624
6.8333,0.4572,0.056579
7,0.4634,0.058282
7.1667,0.469,0.059628
7.3333,0.4762,0.061178
7.5,0.4814,0.063885
7.6667,0.4868,0.065975
7.8333,0.4936,0.067099
8,0.5004,0.068369
8.1667,0.5056,0.069356
8.3333,0.5108,0.070994
8.5,0.517,0.072571
8.6667,0.5232,0.073666
8.8333,0.53,0.073777
9,0.5358,0.076087
9.1667,0.5416,0.077365
9.3333,0.5482,0.078621
9.5,0.554,0.079991
9.6667,0.5596,0.080804
9.8333,0.567,0.082186
10,0.5734,0.081984
10.167,0.5794,0.083188
10.333,0.5848,0.084236
10.5,0.591,0.085156
10.667,0.5978,0.085304
10.833,0.603,0.086429
11,0.609,0.087576
11.167,0.6144,0.087397
11.333,0.6208,0.087751
11.5,0.627,0.088252
11.667,0.6324,0.088616
11.833,0.6388,0.088903
12,0.6452,0.089338
12.167,0.65,0.087758
12.333,0.657,0.08777
12.5,0.6624,0.087985
12.667,0.6682,0.087491
12.833,0.673,0.086963
13,0.6784,0.087979
13.167,0.6842,0.08701
13.333,0.6882,0.08594
13.5,0.693,0.085003
13.667,0.6996,0.084127
13.833,0.7052,0.086036
14,0.7106,0.084085
14.167,0.716,0.085021
14.333,0.7216,0.084219
14.5,0.7264,0.083966
14.667,0.731,0.083744
14.833,0.735,0.084377
15,0.7394,0.084076
15.167,0.7448,0.082733
15.333,0.7504,0.082324
15.5,0.756,0.081991
15.667,0.7598,0.081279
15.833,0.7644,0.081552
16,0.7692,0.081687
16.167,0.775,0.08079
16.333,0.7792,0.08017
16.5,0.7836,0.081064
16.667,0.7876,0.079839
16.833,0.7926,0.0782
17,0.7972,0.079301
17.167,0.8012,0.079459
17.333,0.805,0.079423
17.5,0.8094,0.079084
17.667,0.814,0.078635
17.833,0.8172,0.078187
18,0.8214,0.078034
18.167,0.8264,0.076963
18.333,0.8308,0.077215
18.5,0.8344,0.07636
18.667,0.838,0.076286
18.833,0.8418,0.075589
19,0.8464,0.074922
19.167,0.8498,0.075622
19.333,0.8546,0.074544
19.5,0.8576,0.074413
19.667,0.8602,0.074677
19.833,0.8636,0.0741
20,0.8676,0.073112
20.167,0.8706,0.073344
20.333,0.8748,0.072272
20.5,0.8778,0.072254
20.667,0.88,0.071805
20.833,0.8834,0.072113
21,0.8864,0.072099
21.167,0.889,0.07176
21.333,0.8926,0.071486
21.5,0.895,0.07107
21.667,0.8984,0.071069
21.833,0.902,0.070118
22,0.9046,0.069623
22.167,0.907,0.069746
22.333,0.91,0.069415
22.5,0.9128,0.06946
22.667,0.915,0.069062
22.833,0.9174,0.06968
23,0.9196,0.068712
23.167,0.9216,0.068704
23.333,0.9238,0.069262
23.5,0.9258,0.068554
23.667,0.928,0.068066
23.833,0.9304,0.069482
