t,OD600,ste
0,0.0965,0.0023805
0.16667,0.09625,0.001893
0.33333,0.09675,0.0017078
0.5,0.0975,0.0019149
0.66667,0.0995,0.0019149
0.83333,0.10175,0.0017078
1,0.10525,0.0015
1.1667,0.11,0.0018257
1.3333,0.11675,0.0015
1.5,0.12625,0.0017078
1.6667,0.13775,0.0022174
1.8333,0.14975,0.0023629
2,0.16375,0.0022174
2.1667,0.18,0.002708
2.3333,0.199,0.0014142
2.5,0.22,0.0028284
2.6667,0.2385,0.0017321
2.8333,0.26125,0.0017078
3,0.288,0.003559
3.1667,0.3185,0.0034157
3.3333,0.34875,0.0055603
3.5,0.38125,0.0036856
3.6667,0.40475,0.0058523
3.8333,0.4215,0.0070475
4,0.43675,0.0057373
4.1667,0.44425,0.0045735
4.3333,0.44875,0.0046458
4.5,0.4535,0.0051962
4.6667,0.45675,0.004272
4.8333,0.46175,0.0041932
5,0.46575,0.0049917
5.1667,0.46925,0.0047871
5.3333,0.474,0.0057155
5.5,0.47775,0.0066521
5.6667,0.481,0.0058878
5.8333,0.486,0.0066833
6,0.49,0.0066833
6.1667,0.495,0.0057155
6.3333,0.49875,0.0062383
6.5,0.50275,0.005909
6.6667,0.5065,0.0054467
6.8333,0.51075,0.0045735
7,0.51475,0.0044253
7.1667,0.51775,0.0045
7.3333,0.5225,0.0047958
7.5,0.526,0.0049666
7.6667,0.52975,0.0051881
7.8333,0.534,0.0064807
8,0.5385,0.006455
8.1667,0.5425,0.0075498
8.3333,0.5465,0.0073258
8.5,0.551,0.0082865
8.6667,0.55475,0.0090323
8.8333,0.55975,0.0097425
9,0.56425,0.011442
9.1667,0.56825,0.010595
9.3333,0.57275,0.011529
9.5,0.577,0.012111
9.6667,0.581,0.012083
9.8333,0.58575,0.012203
10,0.58975,0.012971
10.167,0.594,0.01278
10.333,0.599,0.013392
10.5,0.6025,0.013772
10.667,0.6065,0.014572
10.833,0.60925,0.015262
11,0.6135,0.01578
11.167,0.61725,0.01656
11.333,0.622,0.015427
11.5,0.62525,0.01584
11.667,0.628,0.016021
11.833,0.632,0.016773
12,0.636,0.016145
12.167,0.63875,0.017017
12.333,0.64275,0.018355
12.5,0.646,0.018166
12.667,0.6485,0.017842
12.833,0.653,0.018779
13,0.6555,0.019157
13.167,0.65975,0.019772
13.333,0.66175,0.01905
13.5,0.66525,0.02004
13.667,0.66975,0.020435
13.833,0.67275,0.0205
14,0.67725,0.021484
14.167,0.6795,0.021393
14.333,0.68325,0.022292
14.5,0.68575,0.022544
14.667,0.6895,0.02284
14.833,0.6925,0.022884
15,0.696,0.023861
15.167,0.699,0.023861
15.333,0.70125,0.02435
15.5,0.7045,0.024906
15.667,0.70725,0.02435
15.833,0.711,0.024536
16,0.7125,0.025013
16.167,0.71625,0.024527
16.333,0.71875,0.024838
16.5,0.72175,0.025395
16.667,0.72475,0.025448
16.833,0.72675,0.026056
17,0.72775,0.026056
17.167,0.731,0.025974
17.333,0.73375,0.026133
17.5,0.7355,0.025515
17.667,0.7375,0.026363
17.833,0.74,0.026064
18,0.742,0.026064
18.167,0.74425,0.026005
18.333,0.74675,0.026323
18.5,0.7485,0.025645
18.667,0.7495,0.026589
18.833,0.751,0.02692
19,0.753,0.027019
19.167,0.7545,0.026589
19.333,0.7565,0.026589
19.5,0.75725,0.027621
19.667,0.758,0.027773
19.833,0.75875,0.027933
20,0.7605,0.027343
20.167,0.76275,0.027293
20.333,0.763,0.028012
20.5,0.764,0.028012
20.667,0.76475,0.028052
20.833,0.76625,0.028488
21,0.76725,0.028617
21.167,0.7675,0.027958
21.333,0.76925,0.027981
21.5,0.76975,0.02843
21.667,0.77025,0.027861
21.833,0.772,0.028531
22,0.773,0.027773
22.167,0.77475,0.0283
22.333,0.77525,0.028488
22.5,0.77625,0.027861
22.667,0.777,0.028414
22.833,0.77825,0.0275
23,0.77875,0.027717
23.167,0.7795,0.027982
23.333,0.7805,0.027982
23.5,0.7815,0.028208
23.667,0.78175,0.028687
23.833,0.78275,0.028687
