t,OD600,ste
0,0.09625,0.00095743
0.16667,0.097,0.0011547
0.33333,0.0985,0.001291
0.5,0.10075,0.0015
0.66667,0.1045,0.001291
0.83333,0.11,0.0018257
1,0.11725,0.001893
1.1667,0.128,0.0021602
1.3333,0.14225,0.0022174
1.5,0.15625,0.00263
1.6667,0.17375,0.0028723
1.8333,0.1945,0.0037859
2,0.21875,0.004272
2.1667,0.24325,0.0045735
2.3333,0.2715,0.003873
2.5,0.2855,0.0026458
2.6667,0.29875,0.0029861
2.8333,0.31225,0.004113
3,0.32375,0.0047871
3.1667,0.3355,0.0054467
3.3333,0.347,0.0071647
3.5,0.3575,0.0069522
3.6667,0.36875,0.007932
3.8333,0.3765,0.0081854
4,0.38575,0.0081803
4.1667,0.39275,0.0088081
4.3333,0.399,0.0077889
4.5,0.404,0.0060553
4.6667,0.4095,0.0067577
4.8333,0.413,0.0064807
5,0.41675,0.0073201
5.1667,0.422,0.0084853
5.3333,0.43,0.0088318
5.5,0.44075,0.0082209
5.6667,0.45325,0.0071356
5.8333,0.466,0.006377
6,0.4795,0.0080208
6.1667,0.494,0.0084459
6.3333,0.5085,0.0079373
6.5,0.522,0.0084063
6.6667,0.534,0.0095219
6.8333,0.54675,0.01034
7,0.559,0.011916
7.1667,0.57025,0.01173
7.3333,0.58025,0.012894
7.5,0.58975,0.014151
7.6667,0.5995,0.014387
7.8333,0.609,0.014944
8,0.617,0.016852
8.1667,0.6255,0.017407
8.3333,0.63375,0.0185
8.5,0.64225,0.01905
8.6667,0.65025,0.0205
8.8333,0.65825,0.021235
9,0.66725,0.021484
9.1667,0.67525,0.022721
9.3333,0.684,0.02365
9.5,0.69125,0.025118
9.6667,0.699,0.026483
9.8333,0.70725,0.027945
10,0.71575,0.028477
10.167,0.724,0.029631
10.333,0.73225,0.030511
10.5,0.73975,0.031795
10.667,0.74725,0.03327
10.833,0.75525,0.03355
11,0.76325,0.034596
11.167,0.77075,0.035406
11.333,0.779,0.03705
11.5,0.7865,0.037572
11.667,0.79475,0.038178
11.833,0.802,0.039149
12,0.80975,0.039508
12.167,0.81675,0.040277
12.333,0.82425,0.041363
12.5,0.83175,0.040656
12.667,0.83875,0.042082
12.833,0.846,0.042489
13,0.85225,0.043935
13.167,0.86,0.044098
13.333,0.86575,0.044455
13.5,0.87275,0.044754
13.667,0.8795,0.045581
13.833,0.88575,0.046198
14,0.89275,0.046757
14.167,0.89875,0.046757
14.333,0.905,0.047434
14.5,0.9115,0.048253
14.667,0.9165,0.048528
14.833,0.9225,0.049292
15,0.92925,0.050149
15.167,0.935,0.050007
15.333,0.94025,0.050619
15.5,0.9465,0.050731
15.667,0.952,0.051251
15.833,0.95725,0.051868
16,0.96375,0.052386
16.167,0.9675,0.052754
16.333,0.97325,0.052639
16.5,0.97825,0.052639
16.667,0.98375,0.052677
16.833,0.98875,0.052677
17,0.99325,0.053194
17.167,0.998,0.053085
17.333,1.0023,0.053711
17.5,1.0072,0.054021
17.667,1.0112,0.053941
17.833,1.0157,0.053978
18,1.02,0.054387
18.167,1.0248,0.053978
18.333,1.0288,0.053512
18.5,1.0333,0.053244
18.667,1.0368,0.054292
18.833,1.0395,0.053879
19,1.0442,0.054249
19.167,1.047,0.054387
19.333,1.052,0.054705
19.5,1.0545,0.0542
19.667,1.0583,0.054249
19.833,1.0612,0.054567
20,1.0642,0.054347
